ReactionID,EC,RegID,Metabolite,Mode,KI,Mechanism,Chebi
"RXN0-5209","2.7.7","REG0-6629","ZN+2","+","NaN","NaN",29105
"RXN0-5208","2.7.7","REG0-6630","ZN+2","+","NaN","NaN",29105
"DARAB5PISOM-RXN","5.3.1.13","REG0-6655","ZN+2","-","NaN","NaN",29105
"ALPHAGALACTOSID-RXN","3.2.1.22","REG0-6704","ZN+2","-","NaN","NaN",29105
"AMINOPROPDEHYDROG-RXN","1.1.1.75","REG0-6720","ZN+2","-","NaN","NaN",29105
"CYCPHOSDIESTER-RXN","3.1.4.16","REG0-6748","ZN+2","-","NaN","NaN",29105
"RXN0-299","1.14.11.17","REG0-6792","ZN+2","-","NaN","NaN",29105
"2.7.9.3-RXN","2.7.9.3","REG0-6818","ZN+2","-","NaN","NaN",29105
"3.4.13.18-RXN","3.4.13.18","REG0-6849","ZN+2","+","NaN","NaN",29105
"N-ACETYLTRANSFER-RXN","2.3.1.1","REG0-6944","ZN+2","-","NaN","NaN",29105
"ORNCARBAMTRANSFER-RXN","2.1.3.3","REG0-6961","ZN+2","-","NaN","COMPETITIVE",29105
"HYPOXANPRIBOSYLTRAN-RXN","2.4.2.8","REG0-7023","ZN+2","-","NaN","NaN",29105
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7166","ZN+2","-","NaN","NaN",29105
"ADENPRIBOSYLTRAN-RXN","2.4.2.7","REG0-7234","ZN+2","-","NaN","NaN",29105
"POLYPHOSPHATE-KINASE-RXN","2.7.4.1","REG0-7283","ZN+2","-","NaN","NaN",29105
"TETHYDPICSUCC-RXN","2.3.1.117","REG0-7442","ZN+2","-","NaN","NaN",29105
"3.4.15.5-RXN","3.4.15.5","REG0-7530","ZN+2","-","NaN","NaN",29105
"PHENYLALANINE--TRNA-LIGASE-RXN","6.1.1.20","REG0-7571","ZN+2","-","NaN","NaN",29105
"UDPACYLGLCNACDEACETYL-RXN","3.5.1.108","REG0-7648","ZN+2","-","NaN","NaN",29105
"LYSINE--TRNA-LIGASE-RXN","6.1.1.6","REG0-7652","ZN+2","-","NaN","NaN",29105
"ARGSUCCINLYA-RXN","4.3.2.1","REG0-7720","ZN+2","-","NaN","NaN",29105
"GALACTUROISOM-RXN","5.3.1.12","REG0-7836","ZN+2","-","NaN","NaN",29105
"ORNCARBAMTRANSFER-RXN","2.1.3.3","REG0-7848","ZN+2","-","NaN","COMPETITIVE",29105
"GLUCUROISOM-RXN","5.3.1.12","REG0-7873","ZN+2","-","NaN","NaN",29105
"CYTDEAM-RXN","3.5.4.1","REG0-8074","ZN+2","-","5.8    ","COMPETITIVE",29105
"ACETYLORNDEACET-RXN","3.5.1.16","REG0-8087","ZN+2","-","NaN","NaN",29105
"MANNONOXIDOREDUCT-RXN","1.1.1.57","REG0-8136","ZN+2","+","NaN","NaN",29105
"1.1.1.283-RXN","1.1.1.283","REG0-8180","ZN+2","-","NaN","NaN",29105
"ADENYLOSUCCINATE-SYNTHASE-RXN","6.3.4.4","REG0-8349","ZN+2","-","NaN","NaN",29105
"N-ACETYLGLUTPREDUCT-RXN","1.2.1.38","REG0-8384","ZN+2","-","NaN","NaN",29105
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8446","ZN+2","-","NaN","NaN",29105
"RXN0-5268","1.10.3.10","REG0-8503","ZN+2","-","NaN","NaN",29105
"KDO-8PSYNTH-RXN","2.5.1.55","REG0-8515","ZN+2","-","NaN","NaN",29105
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8582","ZN+2","-","NaN","NaN",29105
"3-NUCLEOTID-RXN","3.1.3.6","REG0-8786","ZN+2","-","NaN","NaN",29105
"D-PPENTOMUT-RXN","5.4.2.7","REG0-8821","ZN+2","-","NaN","NaN",29105
"GLYCOLALDREDUCT-RXN","1.1.1.77","REG0-9194","ZN+2","-","NaN","NaN",29105
"LACTALDREDUCT-RXN","1.1.1.77","REG0-9195","ZN+2","-","NaN","NaN",29105
"GLYCOLALD-DEHYDROG-RXN","1.2.1.21","REG0-9208","ZN+2","-","NaN","NaN",29105
"METHYLMALONYL-COA-MUT-RXN","5.4.99.2","REG0-9817","ZN+2","-","NaN","NaN",29105
