,bigg.metabolite,bigg.reaction,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,chebiID,SPL
1495,succ,aspk,"pH 8.0, 25°C, aspartokinase III",Succinate,2.7.2.4,C00042,159.0,58,succinate,642329,-,Escherichia coli,BRENDA,CHEBI:15741,3.0
1496,succ,aspt,competitive,Succinate,4.3.1.1,C00042,,58,succinate,6016,-,Escherichia coli,BRENDA,CHEBI:15741,3.0
1497,succ,dhqti,ReactionID=3-DEHYDROQUINATE-DEHYDRATASE-RXN,Succinate,4.2.1.10,C00042,,58,succinate,"5473, 5474",-,Escherichia coli,BRENDA,CHEBI:15741,5.0
1498,succ,glusy,16% inhibition at 50 mM,Succinate,1.4.1.13,C00042,,58,succinate,391438,-,Escherichia coli,BRENDA,CHEBI:15741,3.0
1499,succ,icl,ReactionID=ISOCIT-CLEAV-RXN,Succinate,4.1.3.1,C00042,,58,succinate,"33117, 33118",-,Escherichia coli,BRENDA,CHEBI:15741,1.0
1500,succ,ppc,,Succinate,4.1.1.31,C00042,,58,succinate,4311,-,Escherichia coli,BRENDA,CHEBI:15741,3.0
1501,succ,sucoas,presence of succinate plus CoA inhibits adenosine 5'-tetraphosphate formation,Succinate,6.2.1.5,C00042,,58,succinate,823,-,Escherichia coli,BRENDA,CHEBI:15741,1.0
1502,succoa,pntk,,Succinyl-CoA,2.7.1.33,C00091,,224,succinyl-CoA,641393,-,Escherichia coli,BRENDA,CHEBI:15380,3.0
1503,succoa,pyk,ReactionID=PEPDEPHOS-RXN,,2.7.1.40,,,SUC-COA,,,-,Escherichia coli,EcoCyc,CHEBI:57292,3.0
1504,tagur,mnnh,ReactionID=MANNONDEHYDRAT-RXN,D-Tagaturonate,4.2.1.8,C00558,,D-TAGATURONATE,,,+,Escherichia coli,EcoCyc,CHEBI:17886,5.0
1505,tartr__d,dhqti,,"(S,S)-Tartaric acid",4.2.1.10,C02107,,96321,D-(+)-tartrate,5473,-,Escherichia coli,BRENDA,CHEBI:15672,7.0
1506,tartr__l,dogulnr,ReactionID=RXN0-703,"(R,R)-Tartaric acid",1.1.1.130,C00898,,TARTRATE,,,-,Escherichia coli,EcoCyc,CHEBI:30924,5.0
1507,tartr__l,fum,,"(R,R)-Tartaric acid",4.2.1.2,C00898,,42777,"(2R,3R)-Tartrate",33771,-,Escherichia coli,BRENDA,CHEBI:15671,5.0
1508,tartr__l,glcrd,ReactionID=GLUCARDEHYDRA-RXN,"(R,R)-Tartaric acid",4.2.1.40,C00898,,TARTRATE,,,-,Escherichia coli,EcoCyc,CHEBI:30924,7.0
1509,taur,pants,52% inhibition at 1 mM,,6.3.2.1,,,595,taurine,977,-,Escherichia coli,BRENDA,CHEBI:507393,3.0
1510,tdcoa,edtxs1,"i.e. myristoyl-CoA, functions as acyl donor at low concentration with inhibition of acylation at higher concentrations",Tetradecanoyl-CoA,2.3.1.241,C02593,,1053,tetradecanoyl-CoA,726949,-,Escherichia coli,BRENDA,CHEBI:15532,5.0
1511,thf,mets,ReactionID=HOMOCYSMETB12-RXN,,2.1.1.13,,,THF,,,-,Escherichia coli,EcoCyc,CHEBI:57453,1.0
1512,thf,mohmt,"0.38 mM, partial inhibition",Tetrahydrofolate,2.1.2.11,C00101,,207,tetrahydrofolate,485700,-,Escherichia coli,BRENDA,CHEBI:15635,1.0
1513,thm,tmpk,,,2.7.4.16,,,642,thiamine,642545,-,Escherichia coli,BRENDA,CHEBI:49107,3.0
1514,thmpp,ntp12,ReactionID=RXN0-5073,,3.6.1,,,THIAMINE-PYROPHOSPHATE,,,-,Escherichia coli,EcoCyc,CHEBI:58937,3.0
1515,thmpp,sephchcs,,,2.2.1.9,,,91,thiamine diphosphate,685086,+,Escherichia coli,BRENDA,CHEBI:45931,5.0
1516,thr__l,aspk,feedback inhibition,,2.7.2.4,,0.33,250,L-threonine,654640,-,Escherichia coli,BRENDA,CHEBI:57926,3.0
1517,thr__l,csnd,,,3.5.4.1,,,250,L-threonine,209497,+,Escherichia coli,BRENDA,CHEBI:57926,3.0
1518,thr__l,hsdy,ReactionID=HOMOSERDEHYDROG-RXN,,1.1.1.3,,,250,L-threonine,"246387, 246398",-,Escherichia coli,BRENDA,CHEBI:57926,3.0
1519,thr__l,hsk,competitive to the substrate L-homoserine,,2.7.1.39,,0.3,780,L-Thr,641465,-,Escherichia coli,BRENDA,CHEBI:57926,3.0
1520,thr__l,pgcd,,,1.1.1.95,,,250,L-threonine,287525,-,Escherichia coli,BRENDA,CHEBI:57926,3.0
1521,tre6p,glgc,,"alpha,alpha'-Trehalose 6-phosphate",2.7.7.27,C00689,,1514,Trehalose phosphate,643144,-,Escherichia coli,BRENDA,CHEBI:18283,5.0
1522,trp__l,anprt,"transferase activity of component II is only inhibitable by L-tryptophan when the component is in the complex, this inhibition does not appear to depend upon the feedback-sensitive site of complex I",,2.4.2.18,,,119,L-tryptophan,638663,-,Escherichia coli,BRENDA,CHEBI:57912,3.0
1523,trp__l,ans,"strain with a anthanilate synthase that is insensitive to feedback inhibition by Trp, the 61st nucleotide, C to A substitution, that changes Pro21 to Ser is the cause of the desensitization to feedback inhibition by Trp",,4.1.3.27,,,420,L-Trp,33276,-,Escherichia coli,BRENDA,CHEBI:57912,3.0
1524,trp__l,ddpa,Trp-sensitive isozyme,,2.5.1.54,,,817,Trp,639767,-,Escherichia coli,BRENDA,CHEBI:57912,3.0
1525,trp__l,glns,"no feedback inhibition of unadenylated enzyme form, enhanced sensitivity to feedback inhibition by adenylated enzyme form",,6.3.1.2,,,817,Trp,37497,-,Escherichia coli,BRENDA,CHEBI:57912,3.0
1526,trp__l,trpas2,competitive with S-o-nitrophenyl-L-Cys,,4.1.99.1,,0.21,420,L-Trp,37364,-,Escherichia coli,BRENDA,CHEBI:57912,1.0
1527,tsul,cyanst,substrate inhibition at low concentrations of cyanide,Thiosulfuric acid,2.8.1.1,C05529,,475,thiosulfate,645532,-,Escherichia coli,BRENDA,CHEBI:5587,1.0
1528,tungs,asad,,,1.2.1.11,,26.0,1989,tungstate,390200,-,Escherichia coli,BRENDA,CHEBI:36272,3.0
1529,tungs,fum,ReactionID=FUMHYDR-RXN,,4.2.1.2,,2.3,TUNGSTATE,,,-,Escherichia coli,EcoCyc,CHEBI:46502,5.0
1530,tyr__l,chorm,ReactionID=CHORISMATEMUT-RXN,,5.4.99.5,,,415,L-Tyr,"3535, 3557, 3564",-,Escherichia coli,BRENDA,CHEBI:58315,3.0
1531,tyr__l,ddpa,"0.02 mM, 50% inhibition; Tyr-sensitive isozyme",,2.5.1.54,,0.02,618,Tyr,639746,-,Escherichia coli,BRENDA,CHEBI:58315,3.0
1532,tyr__l,valta,ReactionID=BRANCHED-CHAINAMINOTRANSFERLEU-RXN,,2.6.1.6,,,TYR,,,-,Escherichia coli,EcoCyc,CHEBI:58315,3.0
1533,u3aga,uagaat,competitive versus TAMRA peptide,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,2.3.1.129,C04738,,87729,UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine,720069,-,Escherichia coli,BRENDA,CHEBI:61537,1.0
1534,uaccg,uapgr,"substrate inhibition at pH 6, Ki 0.01 mM with 0.15 mM NADPH, weaker at more basic pH",UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,1.3.1.98,C04631,,7301,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,286065,-,Escherichia coli,BRENDA,CHEBI:68507,1.0
1535,uacgam,uaagds,ReactionID=UDP-NACMURALGLDAPLIG-RXN,,6.3.2.13,,,UDP-N-ACETYL-D-GLUCOSAMINE,,,-,Escherichia coli,EcoCyc,CHEBI:57705,3.0
1536,uacgam,uag2e,ReactionID=UDPGLCNACEPIM-RXN,UDP-N-acetyl-alpha-D-glucosamine,5.1.3.14,C00043,,126,UDP-N-acetyl-D-glucosamine,661247,+,Escherichia coli,BRENDA,CHEBI:16264,1.0
1537,uacgam,uagaat,competitive versus TAMRA peptide,UDP-N-acetyl-alpha-D-glucosamine,2.3.1.129,C00043,,383,UDP-N-acetylglucosamine,720069,-,Escherichia coli,BRENDA,CHEBI:16264,1.0
1538,uacgam,uagdp,slight product inhibition in reverse reaction,UDP-N-acetyl-alpha-D-glucosamine,2.7.7.23,C00043,,126,UDP-N-acetyl-D-glucosamine,288685,-,Escherichia coli,BRENDA,CHEBI:16264,1.0
1539,uacgam,uapgr,"at very high concentration, noncompetitive with respect to NADPH",UDP-N-acetyl-alpha-D-glucosamine,1.3.1.98,C00043,,97287,uridine diphospho-N-acetylglucosamine,286065,-,Escherichia coli,BRENDA,CHEBI:16264,3.0
1540,uama,glur,ReactionID=GLUTRACE-RXN,UDP-N-acetylmuramoyl-L-alanine,5.1.1.3,C01212,,20562,UDP-N-acetylmuramyl-L-Ala,"2102, 2113",+,Escherichia coli,BRENDA,CHEBI:84726,3.0
1541,uama,uaagds,ReactionID=UDP-NACMURALGLDAPLIG-RXN,,6.3.2.13,,,CPD0-1456,,,-,Escherichia coli,EcoCyc,CHEBI:83898,3.0
1542,uama,uagcvt,weak,UDP-N-acetylmuramoyl-L-alanine,2.5.1.7,C01212,,95310,UDP-N-acetylmuramic acid-L-Ala,637590,-,Escherichia coli,BRENDA,CHEBI:84726,3.0
1543,uama,uamas,,UDP-N-acetylmuramoyl-L-alanine,6.3.2.8,C01212,,4287,UDP-N-acetylmuramoyl-L-Ala,1289,-,Escherichia coli,BRENDA,CHEBI:84726,1.0
1544,uamag,uagcvt,weak,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,2.5.1.7,C00692,,44916,UDP-N-acetylmuramic acid-L-Ala-D-Glu,637590,-,Escherichia coli,BRENDA,CHEBI:16970,3.0
1545,uamag,uamags,ReactionID=UDP-NACMURALA-GLU-LIG-RXN,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,6.3.2.9,C00692,,3850,UDP-N-acetylmuramoyl-L-Ala-D-Glu,"1276, 1293",-,Escherichia coli,BRENDA,CHEBI:16970,1.0
1546,uamr,g1pact,"1 mM, relative enzyme activity 2%",UDP-N-acetylmuramate,2.3.1.157,C01050,,49468,UDP-MurNAc,288685,-,Escherichia coli,BRENDA,CHEBI:70765,5.0
1547,uamr,uaagds,ReactionID=UDP-NACMURALGLDAPLIG-RXN,,6.3.2.13,,,UDP-N-ACETYLMURAMATE,,,-,Escherichia coli,EcoCyc,CHEBI:70757,3.0
1548,uamr,uagcvt,weak,UDP-N-acetylmuramate,2.5.1.7,C01050,,16007,UDP-N-acetylmuramic acid,637590,-,Escherichia coli,BRENDA,CHEBI:70765,3.0
1549,udp,cbps,inhibits to a lesser extent than UMP,UDP,6.3.5.5,C00015,,26,UDP,1731,-,Escherichia coli,BRENDA,CHEBI:17659,3.0
1550,udp,rndr1,competitive inhibition of CDP reduction,UDP,1.17.4.1,C00015,0.5,26,UDP,437938,-,Escherichia coli,BRENDA,CHEBI:17659,3.0
1551,udp,uaagds,ReactionID=UDP-NACMURALGLDAPLIG-RXN,,6.3.2.13,,,UDP,,,-,Escherichia coli,EcoCyc,CHEBI:58223,3.0
1552,udp,uagpt3,"competitive inhibitor of UDP-GlcNAc donor, noncompetitive inhibitor of lipid I acceptor analogue",UDP,2.4.1.227,C00015,,26,UDP,488976,-,Escherichia coli,BRENDA,CHEBI:17659,1.0
1553,udp,uapgr,"at high concentration, noncompetitive with respect to NADPH",UDP,1.3.1.98,C00015,,26,UDP,286065,-,Escherichia coli,BRENDA,CHEBI:17659,5.0
1554,udp,udpg4e,,UDP,5.1.3.2,C00015,,26,UDP,650515,+,Escherichia coli,BRENDA,CHEBI:17659,3.0
1555,udpg,glcp2,,UDP-glucose,2.4.1.1,C00029,2.0,186,UDPglucose,488238,-,Escherichia coli,BRENDA,CHEBI:46229,3.0
1556,udpg,uglt,product/substrate inhibition,UDP-glucose,2.7.7.12,C00029,,64,UDP-glucose,642838,-,Escherichia coli,BRENDA,CHEBI:46229,1.0
1557,udpgal,uglt,product/substrate inhibition,UDP-alpha-D-galactose,2.7.7.12,C00052,,129,UDP-galactose,642838,-,Escherichia coli,BRENDA,CHEBI:67119,1.0
1558,udpglcur,udpgd,,UDP-glucuronate,1.1.1.22,C00167,,630,UDPglucuronate,286293,-,Escherichia coli,BRENDA,CHEBI:17200,1.0
1559,ugmd,uaagds,ReactionID=UDP-NACMURALGLDAPLIG-RXN,,6.3.2.13,,,UDP-AAGM-DIAMINOHEPTANEDIOATE,,,-,Escherichia coli,EcoCyc,CHEBI:83905,1.0
1560,ugmda,uagcvt,above 1 mM,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,2.5.1.7,C04882,,20566,"uridine diphospho-N-acetylmuramyl-L-Ala-D-gamma-Glu-meso-alpha,epsilon-diaminopimelic-acid-D-Ala-D-Ala",637590,-,Escherichia coli,BRENDA,CHEBI:18199,3.0
1561,ump,cbps,allosteric inhibition,UMP,6.3.5.5,C00105,0.004,133,UMP,1729,-,Escherichia coli,BRENDA,CHEBI:16695,3.0
1562,ump,cdappa120,slight inhibition,UMP,3.6.1.26,C00105,,133,UMP,210004,-,Escherichia coli,BRENDA,CHEBI:16695,5.0
1563,ump,gsnk,ReactionID=GUANOSINEKIN-RXN,,2.7.1.73,,,UMP,,,+,Escherichia coli,EcoCyc,CHEBI:57865,3.0
1564,ump,ompdc,weak inhibitor,UMP,4.1.1.23,C00105,0.5,133,UMP,649973,-,Escherichia coli,BRENDA,CHEBI:16695,1.0
1565,ump,udpg4e,"the native enzyme is completely insensitive to inhibition, the desensitized enzyme is strongly inhibited. Desensitization by heat converts the enzyme to its ultimate catalytic form",UMP,5.1.3.2,C00105,,133,UMP,650515,+,Escherichia coli,BRENDA,CHEBI:16695,5.0
1566,ura,ctps2,,Uracil,6.3.4.2,C00106,,334,uracil,702613,-,Escherichia coli,BRENDA,CHEBI:17568,3.0
1567,ura,pynp2r,product inhibition,Uracil,2.4.2.3,C00106,,334,uracil,"638518, 638520",-,Escherichia coli,BRENDA,CHEBI:17568,1.0
1568,urate,ctps2,"pH-dependent inhibition, overview",,6.3.4.2,,,1421,Uric acid,702613,-,Escherichia coli,BRENDA,CHEBI:62589,5.0
1569,urea,3oas121,"about 50% inhibition at 1 M, complete inactivation at 4 M",,2.3.1.41,,,116,Urea,486918,-,Escherichia coli,BRENDA,CHEBI:32285,7.0
1570,urea,alatrs,"denaturation at 3.3 M, the Zn2+-depleted enzyme is much more sensitive to denaturation by urea than the native enzyme",,6.1.1.7,,,116,Urea,649422,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1571,urea,argdc,,,4.1.1.19,,,116,Urea,"4085, 4086",-,Escherichia coli,BRENDA,CHEBI:32285,3.0
1572,urea,aspo6,,,1.4.3.16,,,116,Urea,391756,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1573,urea,cbps,,,6.3.5.5,,,116,Urea,1741,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1574,urea,cytd,"above 2 M, reversible inactivation",,3.5.4.5,,,116,Urea,209644,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1575,urea,dhfr,"3 M, 15% inhibition",,1.5.1.3,,,116,Urea,392238,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1576,urea,ethaal,above 1 mM,,4.3.1.7,,,116,Urea,34382,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1577,urea,ghmt2r,"in 1 M urea, almost all the cofactor is bound to the enzyme as internal aldimine, indicating that the loss of activity does not result from the denaturation of the active site, these observations suggest that urea might act as an enzyme inhibitor",,2.1.2.1,,,116,Urea,703674,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1578,urea,gludy,at 8 M stable for 10 min,,1.4.1.4,,,116,Urea,391685,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1579,urea,histd,"2.2 mM, 50% inhibition, reversible",,1.1.1.23,,,116,Urea,286332,-,Escherichia coli,BRENDA,CHEBI:32285,5.0
1580,urea,tkt1,"denaturation of holo-transketolase by urea displays at least three transitions, where only the final equilibrium denaturation transition is the same for both apo-transketolase and holo-transketolase. Enzyme is deactivated initially by changes in structure associated with the cofactors, but this event does not release the cofactor from the enzyme. Holo-transketolase does not denature to apo-transketolase at 2 M urea. Complete dissociation of cofactors from holo-transketolase at 3.8 M urea without formation of the compact form of apo-transketolase (intermediate form). Holo-transketolase and apo-transketolase at 7.2 M urea both show a common denatured form",,2.2.1.1,,,116,Urea,692117,-,Escherichia coli,BRENDA,CHEBI:32285,7.0
1581,uri,ctps2,,Uridine,6.3.4.2,C00299,,261,uridine,702613,-,Escherichia coli,BRENDA,CHEBI:16704,3.0
1582,uri,cytd,"4.0 mM, 48% inhibition",Spongouridine,3.5.4.5,C16745,,20565,uracil arabinoside,209644,-,Escherichia coli,BRENDA,CHEBI:68346,1.0
1583,uri,duripp,"in 50 mM potassium phosphate buffer, pH 6.5, 25°C",Uridine,2.4.2.4,C00299,0.06,261,uridine,672287,-,Escherichia coli,BRENDA,CHEBI:16704,3.0
1584,uri,pynp2r,product inhibition,Uridine,2.4.2.3,C00299,,261,uridine,638518,-,Escherichia coli,BRENDA,CHEBI:16704,1.0
1585,utp,3ntd2pp,,UTP,3.1.3.6,C00075,,65,UTP,656266,-,Escherichia coli,BRENDA,CHEBI:15713,5.0
1586,utp,aspct,weak inhibition,UTP,2.1.3.2,C00075,,65,UTP,662646,+,Escherichia coli,BRENDA,CHEBI:15713,3.0
1587,utp,cbps,inhibits to a lesser extent than UMP,UTP,6.3.5.5,C00075,,65,UTP,1731,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1588,utp,cytdk2,ReactionID=URKI-RXN,UTP,2.7.1.48,C00075,,65,UTP,641644,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1589,utp,dxylk,ReactionID=CYTIDINEKIN-RXN,,2.7.1,,,UTP,,,-,Escherichia coli,EcoCyc,CHEBI:46398,3.0
1590,utp,gludy,,UTP,1.4.1.4,C00075,,65,UTP,391675,+,Escherichia coli,BRENDA,CHEBI:15713,3.0
1591,utp,glusy,17% inhibition at 25 mM and 33% inhibition at 50 mM,UTP,1.4.1.13,C00075,,65,UTP,391438,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1592,utp,gtpci,competitive inhibitor,UTP,3.5.4.16,C00075,0.0029,65,UTP,209541,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1593,utp,ntd1,"0.2 mM, 26% residual activity",UTP,3.1.3.89,C00075,,65,UTP,656266,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1594,utp,ntd10,,UTP,3.1.3.5,C00075,,65,UTP,656266,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1595,utp,ntpp1,competitive with GTP,UTP,3.6.1.19,C00075,,65,UTP,655847,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1596,utp,orpt,not inhibitory,UTP,2.4.2.10,C00075,,65,UTP,489719,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1597,utp,tmppp,"4 mM, 71.6% inhibition",UTP,2.5.1.3,C00075,,65,UTP,639722,-,Escherichia coli,BRENDA,CHEBI:15713,3.0
1598,val__l,achbs,"isoenzymes I and II are inhibited, isoenzyme II is not inhibited",,2.2.1.6,,,1079,Val,395884,-,Escherichia coli,BRENDA,CHEBI:57762,3.0
1599,val__l,csnd,,,3.5.4.1,,,246,L-valine,209497,+,Escherichia coli,BRENDA,CHEBI:57762,3.0
1600,val__l,hsk,"pH 7.8, 37°C",,2.7.1.39,,10.0,835,L-Val,641470,-,Escherichia coli,BRENDA,CHEBI:57762,3.0
1601,val__l,mohmt,"5 mM, 23% inhibition",,2.1.2.11,,,246,L-valine,485700,-,Escherichia coli,BRENDA,CHEBI:57762,3.0
1602,val__l,ocbt,,,2.1.3.3,,13.5,246,L-valine,485898,-,Escherichia coli,BRENDA,CHEBI:57762,3.0
1603,val__l,pants,uncompetitive,,6.3.2.1,,,835,L-Val,978,-,Escherichia coli,BRENDA,CHEBI:57762,3.0
1604,val__l,serd_l,,,4.3.1.19,,,835,L-Val,"210856, 210863",+,Escherichia coli,BRENDA,CHEBI:57762,3.0
1605,xan,ctps2,"; pH-dependent inhibition, overview",Xanthine,6.3.4.2,C00385,,234,xanthine,702613,-,Escherichia coli,BRENDA,CHEBI:48517,3.0
1606,xan,duripp,13% inhibition at 0.158 mM,Xanthine,2.4.2.4,C00385,,234,xanthine,686525,-,Escherichia coli,BRENDA,CHEBI:48517,3.0
1607,xmp,cbps,,Xanthosine 5'-phosphate,6.3.5.5,C00655,,1007,XMP,1731,+,Escherichia coli,BRENDA,CHEBI:15652,3.0
1608,xmp,gluprt,51% inhibition; 5 mM,Xanthosine 5'-phosphate,2.4.2.14,C00655,,1007,XMP,489747,-,Escherichia coli,BRENDA,CHEBI:15652,3.0
1609,xmp,gmps2,substrate inhibition above 0.2 mM,Xanthosine 5'-phosphate,6.3.5.2,C00655,,1007,XMP,727023,-,Escherichia coli,BRENDA,CHEBI:15652,1.0
1610,xmp,impd,,Xanthosine 5'-phosphate,1.1.1.205,C00655,,1515,xanthosine 5'-phosphate,347946,-,Escherichia coli,BRENDA,CHEBI:15652,1.0
1611,xmp,ompdc,,Xanthosine 5'-phosphate,4.1.1.23,C00655,,6701,xanthosine 5'-monophosphate,694055,-,Escherichia coli,BRENDA,CHEBI:15652,5.0
1612,xtp,gtpcii2,ReactionID=GTP-CYCLOHYDRO-II-RXN,,3.5.4.25,,,XTP,,,-,Escherichia coli,EcoCyc,CHEBI:61314,3.0
1613,xtsn,ctps2,,Xanthosine,6.3.4.2,C01762,,1222,xanthosine,674909,-,Escherichia coli,BRENDA,CHEBI:18107,3.0
1614,xyl__d,ppbngs,,D-Xylose,4.2.1.24,C00181,,115,D-xylose,691351,-,Escherichia coli,BRENDA,CHEBI:53455,7.0
1615,zn2,23pde2pp,1 mM,Zinc cation,3.1.4.16,C00038,,14,Zn2+,135196,-,Escherichia coli,BRENDA,CHEBI:29105,7.0
1616,zn2,3ntd2pp,ReactionID=3-NUCLEOTID-RXN,Zinc cation,3.1.3.6,C00038,,ZN+2,,,-,Escherichia coli,EcoCyc,CHEBI:29105,5.0
1617,zn2,a5piso,"; 0.01 mM, complete inhibition, IC50: 0.001-0.003 mM",Zinc cation,5.3.1.13,C00038,,14,Zn2+,652445,-,Escherichia coli,BRENDA,CHEBI:29105,5.0
1618,zn2,abutd,7% residual activity at 1 mM,Zinc cation,1.2.1.3,C00038,,14,Zn2+,690591,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1619,zn2,acgs,"0.1 mM, 43% inhibition",Zinc cation,2.3.1.1,C00038,,14,Zn2+,486063,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1620,zn2,acnml,1% residual activity at 10 mM,Zinc cation,4.1.3.3,C00038,,14,Zn2+,33337,-,Escherichia coli,BRENDA,CHEBI:29105,5.0
1621,zn2,acoda,ReactionID=ACETYLORNDEACET-RXN,Zinc cation,3.5.1.16,C00038,,14,Zn2+,171960,-,Escherichia coli,BRENDA,CHEBI:29105,5.0
1622,zn2,admdc,ReactionID=SAMDECARB-RXN,Zinc cation,4.1.1.50,C00038,,ZN+2,,,-,Escherichia coli,EcoCyc,CHEBI:29105,3.0
1623,zn2,adncyc,,Zinc cation,4.6.1.1,C00038,,14,Zn2+,34790,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1624,zn2,adpt,strong,Zinc cation,2.4.2.8,C00038,,14,Zn2+,638391,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1625,zn2,adss,ReactionID=ADENYLOSUCCINATE-SYNTHASE-RXN,Zinc cation,6.3.4.4,C00038,,ZN+2,,,-,Escherichia coli,EcoCyc,CHEBI:29105,3.0
1626,zn2,agmt,,Zinc cation,3.5.3.11,C00038,,14,Zn2+,246685,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1627,zn2,agpr,ReactionID=N-ACETYLGLUTPREDUCT-RXN,Zinc cation,1.2.1.38,C00038,,14,Zn2+,390280,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1628,zn2,amptasecg,ReactionID=3.4.13.18-RXN,Zinc cation,3.4.13.18,C00038,,ZN+2,,,+,Escherichia coli,EcoCyc,CHEBI:29105,3.0
1629,zn2,ap4ah,"no effect below 0.03 mM, inhibition above",Zinc cation,3.6.1.41,C00038,,14,Zn2+,246765,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1630,zn2,ap4as,ReactionID=RXN0-5209,Zinc cation,2.7.7,C00038,,ZN+2,,,+,Escherichia coli,EcoCyc,CHEBI:29105,3.0
1631,zn2,argsl,ReactionID=ARGSUCCINLYA-RXN,Zinc cation,4.3.2.1,C00038,,ZN+2,,,-,Escherichia coli,EcoCyc,CHEBI:29105,3.0
1632,zn2,asp1dc,weak,Zinc cation,4.1.1.15,C00038,,14,Zn2+,3992,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1633,zn2,betaldhx,ReactionID=BADH-RXN,Zinc cation,1.2.1.8,C00038,,ZN+2,,,-,Escherichia coli,EcoCyc,CHEBI:29105,3.0
1634,zn2,csnd,Fe2+CDase,Zinc cation,3.5.4.1,C00038,0.0058,14,Zn2+,"209489, 209493",-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1635,zn2,ctps2,"inhibition is reversed by EDTA, in presence of dithiothreitol inhibition at concentrations below 0.2 mM",Zinc cation,6.3.4.2,C00038,,14,Zn2+,649002,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1636,zn2,cysdds,,Zinc cation,4.4.1.15,C00038,,14,Zn2+,648731,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1637,zn2,cytd,above 10 mM,Zinc cation,3.5.4.5,C00038,,14,Zn2+,209644,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1638,zn2,dhqti,partial,Zinc cation,4.2.1.10,C00038,,14,Zn2+,5463,-,Escherichia coli,BRENDA,CHEBI:29105,5.0
1639,zn2,dmpps,complete inhibition,Zinc cation,1.17.1.2,C00038,,14,Zn2+,661928,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1640,zn2,fclpa,"inhibitory effect of Zn2+ on his-tagged enzyme, but not on the native enzyme",Zinc cation,4.1.2.17,C00038,,14,Zn2+,679548,-,Escherichia coli,BRENDA,CHEBI:29105,5.0
1641,zn2,feropp,50 Zn2+ ions per bacterioferritin blocked binding of Fe2+,Zinc cation,1.16.3.1,C00038,,14,Zn2+,696359,-,Escherichia coli,BRENDA,CHEBI:29105,5.0
1642,zn2,fum,ReactionID=FUMHYDR-RXN,Zinc cation,4.2.1.2,C00038,,ZN+2,,,-,Escherichia coli,EcoCyc,CHEBI:29105,5.0
1643,zn2,g6pda,tightly bound and slow partial inhibitor,Zinc cation,3.5.99.6,C00038,,14,Zn2+,648233,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1644,zn2,gals3,ReactionID=ALPHAGALACTOSID-RXN,Zinc cation,3.2.1.22,C00038,,ZN+2,,,-,Escherichia coli,EcoCyc,CHEBI:29105,5.0
1645,zn2,gcaldd,"1 mM, isozyme A, 30% inhibition",Zinc cation,1.2.1.21,C00038,,14,Zn2+,390215,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1646,zn2,glcp2,strong inhibition,Zinc cation,2.4.1.1,C00038,,14,Zn2+,488238,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
1647,zn2,gludy,"at 1 mM, 40% inhibition",Zinc cation,1.4.1.4,C00038,,14,Zn2+,391662,-,Escherichia coli,BRENDA,CHEBI:29105,3.0
