,EC_number,Organism,LigandID,KI_Value,Commentary,Literature,chebiID,bigg.metabolite,KEGG_ID,Compound
36728,5.2.1.8,Homo sapiens,41593,0.00052,"using succinyl-Ala-Glu-(cis)-Pro-Phe-4-nitroanilide as substrate, in 50 mM HEPES, 0.1 M NaCl, 5 mM NaN3, pH 7.4, at 22°C",715863,,,,
36729,5.2.1.8,Homo sapiens,192457,0.0006,pH and temperature not specified in the publication,727282,,,,
36730,5.2.1.8,Homo sapiens,62048,0.00066,,678713,,,,
36731,5.2.1.8,Homo sapiens,192384,0.001,pH and temperature not specified in the publication,727282,,,,
36732,5.2.1.8,Homo sapiens,62049,0.001,,678713,,,,
36733,5.2.1.8,Homo sapiens,62044,0.001,,678713,,,,
36734,5.2.1.8,Homo sapiens,62077,0.0012,pH 8.0,678718,,,,
36735,5.2.1.8,Homo sapiens,66837,0.0012,"pH 7.8, 10°C",681281,,,,
36736,5.2.1.8,Homo sapiens,192456,0.0018,pH and temperature not specified in the publication,727282,,,,
36737,5.2.1.8,Homo sapiens,62061,0.002,,678713,,,,
36738,5.2.1.8,Homo sapiens,62047,0.002,,678713,,,,
36739,5.2.1.8,Homo sapiens,62046,0.002,,678713,,,,
36740,5.2.1.8,Homo sapiens,62045,0.002,,678713,,,,
36741,5.2.1.8,Homo sapiens,192454,0.0021,pH and temperature not specified in the publication,727282,,,,
36742,5.2.1.8,Homo sapiens,192369,0.00222,pH and temperature not specified in the publication,727282,,,,
36743,5.2.1.8,Homo sapiens,62051,0.0023,,678713,,,,
36744,5.2.1.8,Homo sapiens,192461,0.0026,pH and temperature not specified in the publication,727282,,,,
36745,5.2.1.8,Homo sapiens,192458,0.0029,pH and temperature not specified in the publication,727282,,,,
36746,5.2.1.8,Homo sapiens,1715,0.0034,,681273,CHEBI:27641,,C06685,Cycloheximide
36747,5.2.1.8,Homo sapiens,192391,0.00366,pH and temperature not specified in the publication,727282,,,,
36748,5.2.1.8,Homo sapiens,192455,0.0037,pH and temperature not specified in the publication,727282,,,,
36749,5.2.1.8,Homo sapiens,62064,0.004,,678713,,,,
36750,5.2.1.8,Homo sapiens,62043,0.004,,678713,,,,
36751,5.2.1.8,Homo sapiens,192388,0.0041,pH and temperature not specified in the publication,727282,,,,
36752,5.2.1.8,Homo sapiens,62050,0.0043,,678713,,,,
36753,5.2.1.8,Homo sapiens,66841,0.0048,"pH 7.8, 10°C",681281,,,,
36754,5.2.1.8,Homo sapiens,62060,0.007,,678713,,,,
36755,5.2.1.8,Homo sapiens,192389,0.0072,pH and temperature not specified in the publication,727282,,,,
36756,5.2.1.8,Homo sapiens,192385,0.0074,pH and temperature not specified in the publication,727282,,,,
36757,5.2.1.8,Homo sapiens,62069,0.0079,,678716,,,,
36758,5.2.1.8,Homo sapiens,62055,0.008,,678713,,,,
36759,5.2.1.8,Homo sapiens,62075,0.0081,pH 8.0,678718,,,,
36760,5.2.1.8,Homo sapiens,62076,0.0083,pH 8.0,678718,,,,
36761,5.2.1.8,Homo sapiens,62092,0.0086,"0°C, pH 8.0",681701,,,,
36762,5.2.1.8,Homo sapiens,62062,0.009,,678713,,,,
36763,5.2.1.8,Homo sapiens,62063,0.009,,678713,,,,
36764,5.2.1.8,Homo sapiens,62103,0.009,,680060,,,,
36765,5.2.1.8,Homo sapiens,62070,0.0092,,678716,,,,
36766,5.2.1.8,Homo sapiens,62057,0.01,,678713,,,,
36767,5.2.1.8,Homo sapiens,62058,0.01,,678713,,,,
36768,5.2.1.8,Homo sapiens,62056,0.012,,678713,,,,
36769,5.2.1.8,Homo sapiens,62098,0.015,,680060,,,,
36770,5.2.1.8,Homo sapiens,62100,0.016,,680060,,,,
36771,5.2.1.8,Homo sapiens,62071,0.0167,,678716,,,,
36772,5.2.1.8,Homo sapiens,66838,0.0183,"pH 7.8, 10°C",681281,,,,
36773,5.2.1.8,Homo sapiens,62059,0.02,,678713,,,,
36774,5.2.1.8,Homo sapiens,62102,0.026,,680060,,,,
36775,5.2.1.8,Homo sapiens,62066,0.03,,678714,,,,
36776,5.2.1.8,Homo sapiens,62101,0.032,,680060,,,,
36777,5.2.1.8,Homo sapiens,62099,0.044,,680060,,,,
36778,5.2.1.8,Homo sapiens,85436,0.044,"using succinyl-Ala-Glu-(cis)-Pro-Phe-4-nitroanilide as substrate, in 50 mM HEPES, 0.1 M NaCl, 5 mM NaN3, pH 7.4, at 22°C",715863,,,,
36779,5.2.1.8,Homo sapiens,62065,0.055,,678713,,,,
36780,5.2.1.8,Homo sapiens,37069,0.183,"pH 7.8, 10°C",681281,,,,
36781,5.2.1.8,Homo sapiens,66840,0.258,"pH 7.8, 10°C",681281,,,,
36782,5.2.1.8,Homo sapiens,66839,0.547,"pH 7.8, 10°C",681281,,,,
36783,5.2.1.8,Homo sapiens,22623,1.0,,650106,,,,
36784,5.2.1.8,Homo sapiens,2041,19.0,,650106,CHEBI:73393,,,
36785,5.2.1.8,Homo sapiens,6094,27.0,,650106,CHEBI:74820,,,
36786,5.3.1.1,Oryctolagus cuniculus,10753,0.003,,661343,CHEBI:28475,,,
36787,5.3.1.1,Oryctolagus cuniculus,57860,0.0034,,661343,,,,
36788,5.3.1.1,Saccharomyces cerevisiae,1317,0.019,"wild type enzyme, in 30 mM TEA at pH 7.5, at 25°C",714198,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36789,5.3.1.1,Gallus gallus,1317,0.019,"wild type enzyme, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36790,5.3.1.1,Trypanosoma brucei,1317,0.024,wild-type enzyme,650149,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36791,5.3.1.1,Giardia intestinalis,1317,0.043,"25°C, pH 7.4, dimeric enzyme form",663355,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36792,5.3.1.1,Leishmania mexicana,54568,0.05,,651108,,,,
36793,5.3.1.1,Trypanosoma brucei,1317,0.05,"wild-type, 25°C, pH 7.6",678177,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36794,5.3.1.1,Trypanosoma brucei,1317,0.05,"wild-type, pH 7.6, 25°C",690232,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36795,5.3.1.1,Trypanosoma brucei brucei,1317,0.055,"wild type enzyme, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36796,5.3.1.1,Trypanosoma brucei,1317,0.076,mutant enzyme C14F,650149,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36797,5.3.1.1,Oryctolagus cuniculus,13799,0.111,,661343,,,,
36798,5.3.1.1,Trypanosoma brucei brucei,1317,0.14,"mutant enzyme L7RM, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36799,5.3.1.1,Oryctolagus cuniculus,57555,0.159,,661343,,,,
36800,5.3.1.1,Trypanosoma brucei,1317,0.17,"monomeric mutant A178L, pH 7.6, 25°C",690232,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36801,5.3.1.1,Trypanosoma brucei,1317,0.3,"mutant P168A, 25°C, pH 7.6",678177,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36802,5.3.1.1,Trypanosoma brucei,1317,0.39,"mutant A178L, pH 7.6, 25°C",690232,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36803,5.3.1.1,Sulfolobus solfataricus,201,0.4,"pH 6.5, 70°C",724980,CHEBI:17794,3pg,C00197,3-Phospho-D-glycerate
36804,5.3.1.1,Sulfolobus solfataricus,51,0.661,"pH 6.5, 70°C",724980,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
36805,5.3.1.1,Saccharomyces cerevisiae,1317,1.1,"mutant enzyme K12G, in 30 mM TEA at pH 7.5, at 25°C",714198,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36806,5.3.1.1,Tenebrio molitor,3472,1.8,,704030,CHEBI:14336,glyc1p,C03189,DL-Glycerol 1-phosphate
36807,5.3.1.1,Plasmodium falciparum,194,1.9,"pH 7.6, wild-type enzyme",701474,CHEBI:17050,3pg,C00597,Glycerate 3-phosphate
36808,5.3.1.1,Gallus gallus,1317,2.3,"mutant enzyme L7RM, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36809,5.3.1.1,Gallus gallus,255,3.8,"mutant enzyme L7RM, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:18231,aso4,C01478,Arsenic acid
36810,5.3.1.1,Trypanosoma brucei brucei,255,4.6,"wild type enzyme, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:18231,aso4,C01478,Arsenic acid
36811,5.3.1.1,Trypanosoma brucei,3191,4.9,"wild-type, 25°C, pH 7.6",678177,CHEBI:18231,aso4,C01478,Arsenic acid
36812,5.3.1.1,Trypanosoma brucei,3191,4.9,"wild-type, pH 7.6, 25°C",690232,CHEBI:18231,aso4,C01478,Arsenic acid
36813,5.3.1.1,Plasmodium falciparum,194,5.0,"above, pH 7.6, mutants F96W, F96S, and F96H",701474,CHEBI:17050,3pg,C00597,Glycerate 3-phosphate
36814,5.3.1.1,Trypanosoma brucei,3191,5.1,"monomeric wild-type, pH 7.6, 25°C",690232,CHEBI:18231,aso4,C01478,Arsenic acid
36815,5.3.1.1,Trypanosoma brucei,3191,5.8,"mutant P168A, 25°C, pH 7.6",678177,CHEBI:18231,aso4,C01478,Arsenic acid
36816,5.3.1.1,Escherichia coli,1317,6.0,,2586,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36817,5.3.1.1,Trypanosoma brucei,3191,7.8,"mutant A178L, pH 7.6, 25°C",690232,CHEBI:18231,aso4,C01478,Arsenic acid
36818,5.3.1.1,Gallus gallus,255,9.6,"wild type enzyme, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:18231,aso4,C01478,Arsenic acid
36819,5.3.1.1,Trypanosoma brucei brucei,255,10.0,"mutant enzyme L7RM, in 30 mM triethanolamine buffer at pH 7.5 and 25°C",727027,CHEBI:18231,aso4,C01478,Arsenic acid
36820,5.3.1.1,Gallus gallus,255,11.0,"30°C, pH 7.6, wild-type enzyme",661085,CHEBI:18231,aso4,C01478,Arsenic acid
36821,5.3.1.1,Trypanosoma brucei,3191,17.9,"monomeric mutant A178L, pH 7.6, 25°C",690232,CHEBI:18231,aso4,C01478,Arsenic acid
36822,5.3.1.1,Gallus gallus,255,29.0,"30°C, pH 7.6, mutant enzyme K174G/T175G/A176G",661085,CHEBI:18231,aso4,C01478,Arsenic acid
36823,5.3.1.1,Gallus gallus,255,30.0,"30°C, pH 7.6, mutant enzyme V167G/W168G",661085,CHEBI:18231,aso4,C01478,Arsenic acid
36824,5.3.1.1,Gallus gallus,255,31.0,"30°C, pH 7.6, mutant enzyme V167G/W168G/K174G/T175G/A176G",661085,CHEBI:18231,aso4,C01478,Arsenic acid
36825,5.3.1.1,Moritella marina,1317,89.0,"pH 7.6, wild-type enzyme",2586,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36826,5.3.1.1,Moritella marina,1317,101.0,"pH 7.6, mutant enzyme A238S",2586,CHEBI:17150,2pglyc,C00988,2-Phosphoglycolate
36827,5.3.1.4,Geobacillus thermodenitrificans,1476,5.5,,662489,CHEBI:15963,rbt,C00474,Ribitol
36828,5.3.1.4,Enterococcus faecium,1590,7.9,at pH 7.0 and 50°C,728162,CHEBI:18403,abt,C00532,L-Arabitol
36829,5.3.1.4,Geobacillus thermodenitrificans,1590,36.0,,662489,CHEBI:18403,abt,C00532,L-Arabitol
36830,5.3.1.4,Enterococcus faecium,194470,183.0,at pH 7.0 and 50°C,728162,,,,
36831,5.3.1.5,Thermus thermophilus,416,4.6,"60°C, pH 7, wild-type",651118,CHEBI:17151,xylt,C00379,Xylitol
36832,5.3.1.5,Bacteroides stercoris,416,5.1,"in 100 mM Tris-HCl buffer (pH 7.5), 10 mM MgCl2, at 30°C",713924,CHEBI:17151,xylt,C00379,Xylitol
36833,5.3.1.5,Thermus thermophilus,416,33.2,"60°C, pH 7, mutant E372G/V379A",651118,CHEBI:17151,xylt,C00379,Xylitol
36834,5.3.1.5,Thermus thermophilus,416,68.7,"60°C, pH 7, mutant E372G",651118,CHEBI:17151,xylt,C00379,Xylitol
36835,5.3.1.5,Thermus thermophilus,416,1174.0,"60°C, pH 7, mutant E372G/F163L",651118,CHEBI:17151,xylt,C00379,Xylitol
36836,5.3.1.6,Mycobacterium tuberculosis,6843,0.009,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36837,5.3.1.6,Spinacia oleracea,57864,0.028,"25°C, pH 7.5",663426,CHEBI:49003,4per,C03393,4-Phospho-D-erythronate
36838,5.3.1.6,Spinacia oleracea,57862,0.029,"25°C, pH 7.5",663426,,,,
36839,5.3.1.6,Mycobacterium tuberculosis,12069,0.04,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36840,5.3.1.6,Mycobacterium tuberculosis,57865,0.057,,662445,,,,
36841,5.3.1.6,Escherichia coli,12069,0.07,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36842,5.3.1.6,Spinacia oleracea,57861,0.074,25°C,663425,,,,
36843,5.3.1.6,Escherichia coli,8710,0.09,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36844,5.3.1.6,Mycobacterium tuberculosis,12070,0.11,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36845,5.3.1.6,Escherichia coli,12070,0.18,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36846,5.3.1.6,Mycobacterium tuberculosis,8710,0.26,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36847,5.3.1.6,Mycobacterium tuberculosis,19152,0.34,"pH 7.5, 37°C, RpiB, substrate is D-ribose 5-phosphate",703070,,,,
36848,5.3.1.6,Mycobacterium tuberculosis,23563,0.4,,663427,,,,
36849,5.3.1.6,Escherichia coli,8710,0.43,"pH 7.5, 37°C, RpiB, substrate is D-allose 5-phosphate",703070,,,,
36850,5.3.1.6,Spinacia oleracea,6486,0.7,"pH 8.0, 25°C",649425,CHEBI:16241,ara5p,C01112,D-Arabinose 5-phosphate
36851,5.3.1.6,Thermus thermophilus,538,0.89,"50°C, pH 7.5",652484,CHEBI:16241,ara5p,C01112,D-Arabinose 5-phosphate
36852,5.3.1.6,Trypanosoma cruzi,6217,1.2,"pH 8.4, 25°C",678047,,,,
36853,5.3.1.6,Mycobacterium tuberculosis,2613,1.7,,662445,CHEBI:49003,4per,C03393,4-Phospho-D-erythronate
36854,5.3.1.6,Spinacia oleracea,57863,1.8,"25°C, pH 7.5",663426,,,,
36855,5.3.1.6,Escherichia coli,27130,1.9,"pH 7.5, 37°C, RpiB, substrate is D-allose 5-phosphate",703070,,,,
36856,5.3.1.6,Spinacia oleracea,9780,2.5,"25°C, pH 7.5",663426,,,,
36857,5.3.1.6,Spinacia oleracea,5631,4.0,"pH 8.0, 25°C",649425,CHEBI:16332,xu5p__D,C00231,D-Xylulose 5-phosphate
36858,5.3.1.6,Spinacia oleracea,23563,6.2,,663427,,,,
36859,5.3.1.6,Spinacia oleracea,16,7.9,"pH 8.0, 25°C",649425,CHEBI:26078,pi,C00009,Orthophosphate
36860,5.3.1.6,Escherichia coli,16,8.0,,653911,CHEBI:26078,pi,C00009,Orthophosphate
36861,5.3.1.6,Trypanosoma cruzi,9134,15.0,"in 50 mM Tris-HCl (pH 7.6), 150 mM NaCl and 5 mM MESNA, at 30°C",714990,,,,
36862,5.3.1.6,Mycobacterium tuberculosis,16,130.0,,652933,CHEBI:26078,pi,C00009,Orthophosphate
36863,5.3.1.8,Homo sapiens,5364,4.1e-05,"in 50 mM HEPES buffer, pH 7.1, at 25°C",716883,,,,
36864,5.3.1.8,Escherichia coli,5364,8e-05,"in 50 mM HEPES buffer, pH 7.1, at 25°C",716883,,,,
36865,5.3.1.8,Saccharomyces cerevisiae,5364,8.6e-05,"pH 7.1, 25°C",661119,,,,
36866,5.3.1.8,Pseudomonas aeruginosa,5364,0.000137,"pH 7.1, 25°C",661119,,,,
36867,5.3.1.8,Homo sapiens,9779,0.0006,"in 50 mM HEPES buffer, pH 7.1, at 25°C",716883,,,,
36868,5.3.1.8,Escherichia coli,5364,0.0008,"in 50 mM HEPES buffer, pH 7.1, at 25°C",727158,,,,
36869,5.3.1.8,Pyrobaculum aerophilum,35228,0.0014,"pH 7.4, 50°C",661679,,,,
36870,5.3.1.8,Escherichia coli,9779,0.002,"in 50 mM HEPES buffer, pH 7.1, at 25°C",716883,,,,
36871,5.3.1.8,Saccharomyces cerevisiae,14929,0.0105,"pH 7.1, 25°C, recombinant enzyme",702663,,,,
36872,5.3.1.8,Aeropyrum pernix,1503,0.035,"80°C, pH 7.4",662220,,,,
36873,5.3.1.8,Pyrobaculum aerophilum,391,0.11,"pH 7.4, 50°C",661679,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36874,5.3.1.8,Escherichia coli,14929,0.115,"pH 7.1, 25°C, recombinant enzyme",702663,,,,
36875,5.3.1.8,Escherichia coli,194471,0.162,"in 50 mM HEPES buffer, pH 7.1, at 25°C",727158,,,,
36876,5.3.1.8,Thermoplasma acidophilum,1503,0.164,"80°C, pH 7.4",662220,,,,
36877,5.3.1.8,Thermoplasma acidophilum,391,2.0,"80°C, pH 7.4",662220,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36878,5.3.1.8,Escherichia coli,193981,10.0,"in 50 mM HEPES buffer, pH 7.1, at 25°C",727158,,,,
36879,5.3.1.8,Aeropyrum pernix,391,58.0,"80°C, pH 7.4",662220,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36880,5.3.1.9,Saccharomyces cerevisiae,5364,0.00023,"in 50 mM HEPES buffer, pH 7.1, at 25°C",727158,,,,
36881,5.3.1.9,Pyrobaculum aerophilum,35228,0.0014,"pH 7.4, 50°C",661679,,,,
36882,5.3.1.9,Saccharomyces cerevisiae,66846,0.0022,pH 8.0,671603,,,,
36883,5.3.1.9,Saccharomyces cerevisiae,24432,0.0046,pH 8.0,671603,,,,
36884,5.3.1.9,Pyrococcus furiosus,66849,0.005,50°C,681378,,,,
36885,5.3.1.9,Methanocaldococcus jannaschii,391,0.02,"50°C, pH 6.3",649517,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36886,5.3.1.9,Methanosarcina mazei,9846,0.03,"pH 7.6, 37°C",662029,,,,
36887,5.3.1.9,Aeropyrum pernix,1503,0.035,"80°C, pH 7.4",662220,,,,
36888,5.3.1.9,Saccharomyces cerevisiae,22020,0.04,pH 8.0,671603,CHEBI:17044,sbt6p,C01096,Sorbitol 6-phosphate
36889,5.3.1.9,Methanocaldococcus jannaschii,1503,0.06,"50°C, pH 6.3",649517,,,,
36890,5.3.1.9,Saccharomyces cerevisiae,66848,0.076,pH 8.0,671603,,,,
36891,5.3.1.9,Pyrobaculum aerophilum,391,0.11,"pH 7.4, 50°C",661679,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36892,5.3.1.9,Saccharomyces cerevisiae,830,0.148,pH 8.0,671603,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36893,5.3.1.9,Methanosarcina mazei,391,0.15,"pH 7.6, 37°C",662029,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36894,5.3.1.9,Thermoplasma acidophilum,1503,0.164,"80°C, pH 7.4",662220,,,,
36895,5.3.1.9,Pyrococcus furiosus,7558,0.27,50°C,681378,,,,
36896,5.3.1.9,Trypanosoma brucei,704,0.29,,706649,,,,
36897,5.3.1.9,Salmonella enterica,9846,0.36,"pH 7.2, 37°C",662029,,,,
36898,5.3.1.9,Thermococcus litoralis,7178,0.38,"50°C, pH 7.5, D-fructose 6-phosphate as substrate",651319,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36899,5.3.1.9,Sinorhizobium meliloti,9846,0.54,"pH 7.4, 50°C",662029,,,,
36900,5.3.1.9,Saccharomyces cerevisiae,66847,0.56,pH 8.0,671603,,,,
36901,5.3.1.9,Archaeoglobus fulgidus,391,0.67,"pH 7.4, 50°C",662029,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36902,5.3.1.9,Saccharomyces cerevisiae,19921,0.68,pH 8.0,671603,,,,
36903,5.3.1.9,Archaeoglobus fulgidus,9846,0.7,"pH 7.4, 50°C",662029,,,,
36904,5.3.1.9,Mycobacterium tuberculosis,44158,0.8,"pH 7.6, 22°C",660920,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36905,5.3.1.9,Methanosarcina mazei,1503,1.8,"pH 7.4, 50°C",662029,,,,
36906,5.3.1.9,Sinorhizobium meliloti,1503,1.8,"pH 7.4, 50°C",662029,,,,
36907,5.3.1.9,Thermoplasma acidophilum,391,2.0,"80°C, pH 7.4",662220,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36908,5.3.1.9,Sinorhizobium meliloti,21,2.0,"pH 7.4, 50°C",662029,CHEBI:42191,,C00284,EDTA
36909,5.3.1.9,Thermococcus litoralis,700,2.3,"50°C, pH 7.5, D-fructose 6-phosphate as substrate",651319,CHEBI:48066,man6p,C00275,D-Mannose 6-phosphate
36910,5.3.1.9,Salmonella enterica,391,3.0,"pH 7.2, 37°C",662029,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36911,5.3.1.9,Thermococcus litoralis,671,4.0,"50°C, pH 7.5, D-fructose 6-phosphate as substrate",651319,CHEBI:78736,f1p,,
36912,5.3.1.9,Saccharomyces cerevisiae,193981,5.54,"in 50 mM HEPES buffer, pH 7.1, at 25°C",727158,,,,
36913,5.3.1.9,Triticum aestivum,575,10.0,,2859,CHEBI:18300,male,C01384,Maleic acid
36914,5.3.1.9,Thermococcus litoralis,106,12.0,"50°C, pH 7.5, D-fructose 6-phosphate as substrate",651319,CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
36915,5.3.1.9,Saccharomyces cerevisiae,18225,12.3,pH 8.0,671603,,,,
36916,5.3.1.9,Saccharomyces cerevisiae,25106,17.2,pH 8.0,671603,,,,
36917,5.3.1.9,Aeropyrum pernix,391,58.0,"80°C, pH 7.4",662220,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
36918,5.3.1.9,Archaeoglobus fulgidus,21,97.0,"pH 7.4, 50°C",662029,CHEBI:42191,,C00284,EDTA
36919,5.3.1.9,Methanosarcina mazei,21,101.0,"pH 7.6, 37°C",662029,CHEBI:42191,,C00284,EDTA
36920,5.3.1.9,Salmonella enterica,21,120.0,"pH 7.2, 37°C",662029,CHEBI:42191,,C00284,EDTA
36921,5.3.1.12,Escherichia coli,24467,1.3e-05,apo and Zn2+ reconstituted enzyme,672186,CHEBI:20910,,,
36922,5.3.1.12,Escherichia coli,7218,0.00043,Zn2+ reconstituted enzyme,672186,CHEBI:16154,guln__L,C00800,L-Gulonate
36923,5.3.1.12,Escherichia coli,36453,0.00067,Zn2+ reconstituted enzyme,672186,,,,
36924,5.3.1.12,Escherichia coli,36453,0.00093,apo enzyme,672186,,,,
36925,5.3.1.12,Bacillus halodurans,71889,0.0021,"at 30°C, pH 8.0",690912,,,,
36926,5.3.1.12,Bacillus halodurans,24467,0.0055,"at 30°C, pH 8.0",690912,CHEBI:20910,,,
36927,5.3.1.13,Francisella tularensis,193968,0.007,"at 37°C, pH not specified in the publication",714430,,,,
36928,5.3.1.13,Francisella tularensis,193970,0.01,"at 37°C, pH not specified in the publication",714430,,,,
36929,5.3.1.13,Francisella tularensis,193967,0.035,"at 37°C, pH not specified in the publication",714430,,,,
36930,5.3.1.13,Francisella tularensis,193966,3.0,"at 37°C, pH not specified in the publication",714430,,,,
36931,5.3.1.24,Saccharomyces cerevisiae,3379,0.0017,"pH 7.5, 25°C, recombinant xPRAI, expressed in Escherichia coli",648873,,,,
36932,5.3.1.24,Saccharomyces cerevisiae,3379,0.0022,"recombinant xPRAI, expressed in Escherichia coli",4611,,,,
36933,5.3.1.24,Escherichia coli,3379,0.0065,"25°C, bifunctional IGPS:PRAI",4611,,,,
36934,5.3.1.24,Escherichia coli,3379,0.0065,"25°C, bifunctional IGPS:PRAI; pH 7.5",648873,,,,
36935,5.3.1.24,Escherichia coli,3379,0.0068,"25°C, monomeric domain PRAI[ML256-452]",4611,,,,
36936,5.3.1.24,Escherichia coli,3379,0.0068,"25°C, monomeric domain PRAI[ML256-452]; pH 7.5",648873,,,,
36937,5.3.2.1,Mus musculus,54569,0.0026,"23°C, pH 6.5",649901,,,,
36938,5.3.2.1,Mus musculus,17297,0.013,"23°C, pH 6.5, mutant enzyme N97A",650013,,,,
36939,5.3.2.1,Homo sapiens,39948,0.0241,pH and temperature not specified in the publication,716749,,,,
36940,5.3.2.1,Mus musculus,17297,0.03,"23°C, pH 6.5, mutant enzyme K32R",649881,,,,
36941,5.3.2.1,Mus musculus,17297,0.04,"23°C, pH 6.5, mutant enzyme K32A",649881,,,,
36942,5.3.2.1,Homo sapiens,85441,0.0749,pH and temperature not specified in the publication,716749,CHEBI:92295,,,
36943,5.3.2.1,Mus musculus,2712,0.234,"23°C, pH 6.5, mutant enzyme K32R",649881,CHEBI:32374,T4hcinnm,C00811,4-Coumarate
36944,5.3.2.1,Homo sapiens,85440,0.309,pH and temperature not specified in the publication,716749,,,,
36945,5.3.2.1,Mus musculus,2712,0.375,"23°C, pH 6.5, mutant enzyme K32A",649881,CHEBI:32374,T4hcinnm,C00811,4-Coumarate
36946,5.3.2.6,Pseudomonas putida,88153,0.045,pH and temperature not specified in the publication,718840,,,,
36947,5.3.3.1,Pseudomonas putida,2,-999.0,"Ki-values for equilenin and 19-nortestosterone, wild-type enzyme and mutant enzyme D99E",650004,,,,
36948,5.3.3.1,Pseudomonas putida,2,-999.0,dissociation constants of inhibitors,702370,,,,
36949,5.3.3.1,Homo sapiens,2244,7e-05,"mutant Q240R, isoform 1, 27°C, pH 7.4; wild-type, isoform 1, 27°C, pH 7.4",662371,,,,
36950,5.3.3.1,Homo sapiens,1479,0.0001,"wild-type, 27°C, pH 7.4",693887,CHEBI:32260,,,
36951,5.3.3.1,Homo sapiens,1479,0.00012,"mutant R240Q, isoform 2, 27°C, pH 7.4",662371,CHEBI:32260,,,
36952,5.3.3.1,Homo sapiens,1479,0.00013,"mutant Q240R, isoform 1, 27°C, pH 7.4",662371,CHEBI:32260,,,
36953,5.3.3.1,Homo sapiens,2244,0.00021,"mutant R240Q, isoform 2, 27°C, pH 7.4",662371,,,,
36954,5.3.3.1,Homo sapiens,1479,0.00041,"mutant S124T, 27°C, pH 7.4",693887,CHEBI:32260,,,
36955,5.3.3.1,Homo sapiens,1479,0.00083,"mutant M187T, 27°C, pH 7.4",693887,CHEBI:32260,,,
36956,5.3.3.1,Homo sapiens,2244,0.00098,"wild-type, isoform 2, 27°C, pH 7.4",662371,,,,
36957,5.3.3.1,Homo sapiens,1479,0.0016,"27°C, pH 7.4",693887,CHEBI:32260,,,
36958,5.3.3.1,Homo sapiens,2244,0.00164,"mutant Q105M, isoform 2, 27°C, pH 7.4",662371,,,,
36959,5.3.3.1,Homo sapiens,1479,0.00166,"wild-type, isoform 2, 27°C, pH 7.4",662371,CHEBI:32260,,,
36960,5.3.3.1,Homo sapiens,2244,0.00184,"mutant Q105M, isoform 1, 27°C, pH 7.4",662371,,,,
