Commentary,EC_number,KEGG_ID,KI_Value,LigandID,Literature,Mechanism,Mode,Name,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
ReactionID=KDGALDOL-RXN,4.1.2.20,C01187,,KDO,,COMPETITIVE,-,3-Deoxy-D-manno-octulosonate,Escherichia Coli,EcoCyc,kdo,CHEBI:16064,glcral
ReactionID=KDO-8PSYNTH-RXN,2.5.1.55,,,KDO-8P,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,kdo8p,CHEBI:58368,kdops
ReactionID=KDOTRANS2-RXN,2.4.99.13,,,KDO2-LIPID-A,,,-,,Escherichia Coli,EcoCyc,lipa,CHEBI:58540,moat2
ReactionID=KDOTRANS-RXN,2.4.99.12,,,KDO2-LIPID-A,,,-,,Escherichia Coli,EcoCyc,lipa,CHEBI:58540,moat
ReactionID=KDOTRANS2-RXN,2.4.99.13,,,KDO2-LIPID-IVA,,,-,,Escherichia Coli,EcoCyc,kdo2lipid4,CHEBI:60365,moat2
ReactionID=KDOTRANS-RXN,2.4.99.12,,,KDO2-LIPID-IVA,,,-,,Escherichia Coli,EcoCyc,kdo2lipid4,CHEBI:60365,moat
ReactionID=DAHPSYN-RXN,2.5.1.54,,,L-ALPHA-ALANINE,,,-,,Escherichia Coli,EcoCyc,ala__l,CHEBI:57972,ddpa
ReactionID=SERINE-O-ACETTRAN-RXN,2.3.1.30,,,L-ALPHA-ALANINE,,,-,,Escherichia Coli,EcoCyc,ala__l,CHEBI:57972,serat
ReactionID=GLUTAMINESYN-RXN,6.3.1.2,,,L-ALPHA-ALANINE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,ala__l,CHEBI:57972,glns
ReactionID=MALIC-NADP-RXN,1.1.1.40,,,L-ASPARTATE,,,+,,Escherichia Coli,EcoCyc,asp__l,CHEBI:29991,me2
ReactionID=ASPARAGHYD-RXN,3.5.1.38,,,L-ASPARTATE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,asp__l,CHEBI:29991,asnn
ReactionID=PEPCARBOX-RXN,4.1.1.31,,,L-ASPARTATE,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,asp__l,CHEBI:29991,ppc
ReactionID=ASPARTASE-RXN,4.3.1.1,,,L-ASPARTATE,,,+,,Escherichia Coli,EcoCyc,asp__l,CHEBI:29991,aspt
ReactionID=GLUTAMATESYN-RXN,1.4.1.13,,,L-ASPARTATE,,,-,,Escherichia Coli,EcoCyc,asp__l,CHEBI:29991,glusy
ReactionID=N-ACETYLTRANSFER-RXN,2.3.1.1,,,L-CITRULLINE,,,-,,Escherichia Coli,EcoCyc,citr__l,CHEBI:57743,acgs
ReactionID=TRANS-RXN0-593,3.6.3.21,,,L-CYSTATHIONINE,,,-,,Escherichia Coli,EcoCyc,cyst__l,CHEBI:58161,argabcpp
ReactionID=CTPSYN-RXN,6.3.4.2,,,L-GLUTAMATE_GAMMA-SEMIALDEHYDE,,OTHER,-,,Escherichia Coli,EcoCyc,glu5sa,CHEBI:58066,ctps2
ReactionID=L-GLN-FRUCT-6-P-AMINOTRANS-RXN,2.6.1.16,,,L-GLUTAMATE_GAMMA-SEMIALDEHYDE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,glu5sa,CHEBI:58066,gf6pta
ReactionID=CARBPSYN-RXN,6.3.5.5,,,L-ORNITHINE,,ALLOSTERIC,+,,Escherichia Coli,EcoCyc,orn,CHEBI:46911,cbps
ReactionID=ARGDECARBOX-RXN,4.1.1.19,,,L-ORNITHINE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,orn,CHEBI:46911,argdc
ReactionID=ACETYLORNDEACET-RXN,3.5.1.16,,,L-ORNITHINE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,orn,CHEBI:46911,acoda
ReactionID=AGMATIN-RXN,3.5.3.11,,,L-ORNITHINE,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,orn,CHEBI:46911,agmt
ReactionID=2-DEHYDROPANTOATE-REDUCT-RXN,1.1.1.169,C00522,,L-PANTOATE,,NONCOMPETITIVE,-,(R)-Pantoate,Escherichia Coli,EcoCyc,pant__r,CHEBI:15980,dpr
ReactionID=3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,2.1.2.11,C00522,,L-PANTOATE,,,-,(R)-Pantoate,Escherichia Coli,EcoCyc,pant__r,CHEBI:15980,mohmt
ReactionID=LACTALDDEHYDROG-RXN,1.2.1.22,C00424,,LACTALD,,,-,(S)-Lactaldehyde,Escherichia Coli,EcoCyc,lald__l,CHEBI:18041,lcadi
ReactionID=LAUROYLACYLTRAN-RXN,2.3.1.241,,,LAUROYLCOA-CPD,,,-,,Escherichia Coli,EcoCyc,ddcacoa,CHEBI:57375,edtxs1
ReactionID=2-ISOPROPYLMALATESYN-RXN,2.3.3.13,,,LEU,,,-,,Escherichia Coli,EcoCyc,leu__l,CHEBI:57427,ipps
ReactionID=ACETOLACTSYN-RXN,2.2.1.6,,,LEU,,,-,,Escherichia Coli,EcoCyc,leu__l,CHEBI:57427,achbs
ReactionID=BRANCHED-CHAINAMINOTRANSFERLEU-RXN,2.6.1.6,,,LEU,,,-,,Escherichia Coli,EcoCyc,leu__l,CHEBI:57427,valta
ReactionID=ACETOOHBUTSYN-RXN,2.2.1.6,,,LEU,,,-,,Escherichia Coli,EcoCyc,leu__l,CHEBI:57427,achbs
ReactionID=ASPARTATEKIN-RXN,2.7.2.4,,,LEU,,,-,,Escherichia Coli,EcoCyc,leu__l,CHEBI:57427,aspk
ReactionID=HOMOSERKIN-RXN,2.7.1.39,,,LYS,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,lys__l,CHEBI:32551,hsk
ReactionID=ARGDECARBOX-RXN,4.1.1.19,,,LYS,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,lys__l,CHEBI:32551,argdc
ReactionID=DIAMINOPIMDECARB-RXN,4.1.1.20,,,LYS,,,-,,Escherichia Coli,EcoCyc,lys__l,CHEBI:32551,dapdc
ReactionID=ASPARTATEKIN-RXN,2.7.2.4,,,LYS,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,lys__l,CHEBI:32551,aspk
ReactionID=ASPARTATEKIN-RXN,2.7.2.4,,,LYS,,,-,,Escherichia Coli,EcoCyc,lys__l,CHEBI:32551,aspk
ReactionID=PEPCARBOX-RXN,4.1.1.31,C00149,,MAL,,ALLOSTERIC,-,(S)-Malate,Escherichia Coli,EcoCyc,mal__l,CHEBI:15589,ppc
ReactionID=TRANS-RXN0-593,3.6.3.21,,,MESO-DIAMINOPIMELATE,,,-,,Escherichia Coli,EcoCyc,26dap__m,CHEBI:57791,argabcpp
ReactionID=HOMOCYSMETB12-RXN,2.1.1.13,,,MET,,OTHER,-,,Escherichia Coli,EcoCyc,met__l,CHEBI:57844,mets
ReactionID=HOMSUCTRAN-RXN,2.3.1.46,,,MET,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,met__l,CHEBI:57844,hsst
ReactionID=FORMYLTHFDEFORMYL-RXN,3.5.1.10,,,MET,,,+,,Escherichia Coli,EcoCyc,met__l,CHEBI:57844,fthfd
ReactionID=GLUTAMATESYN-RXN,1.4.1.13,,,MET,,,-,,Escherichia Coli,EcoCyc,met__l,CHEBI:57844,glusy
ReactionID=3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN,4.1.1.98,C00132,,METOH,,,+,Methanol,Escherichia Coli,EcoCyc,meoh,CHEBI:17790,ophbdc
ReactionID=RXN-16649,3.4.16.4,C00305,,MG+2,,,-,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,mddcp1pp
ReactionID=ADENYL-KIN-RXN,2.7.4.3,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,adk1
ReactionID=TRIPHOSPHATASE-RXN,3.6.1.25,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,ppa2
ReactionID=RXN-9514,2.3.1.86,C00305,,MG+2,,,-,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,3oar100
ReactionID=UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN,2.3.1.191,C00305,,MG+2,,,-,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,u23gaat
ReactionID=DIHYDROFOLATEREDUCT-RXN,1.5.1.3,C00305,,MG+2,,,-,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,dhfr
ReactionID=RXN-1381,2.3.1.15,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,g3pat120
ReactionID=RXN-9952,1.1.1.44,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,gnd
ReactionID=GDPMANDEHYDRA-RXN,4.2.1.47,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,gmand
ReactionID=MANNONOXIDOREDUCT-RXN,1.1.1.57,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,manao
ReactionID=PRPPSYN-RXN,2.7.6.1,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,prpps
ReactionID=GLUTAMIN-RXN,3.5.1.38,C00305,,MG+2,,,+,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,asnn
ReactionID=PORPHOBILSYNTH-RXN,4.2.1.24,C00305,,MG+2,,,NIL,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,ppbngs
ReactionID=GLUTAMIN-RXN,3.5.1.38,C00305,,MG+2,,,-,Magnesium cation,Escherichia Coli,EcoCyc,mg2,CHEBI:18420,asnn
ReactionID=SAMDECARB-RXN,4.1.1.50,,,MN+2,,,+,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,admdc
ReactionID=RXN-6622,3.4.13.18,,,MN+2,,,+,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,amptasecg
ReactionID=GLUCARDEHYDRA-RXN,4.2.1.40,,,MN+2,,,-,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,glcrd
ReactionID=THREODEHYD-RXN,1.1.1.103,,,MN+2,,,+,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,thrd
ReactionID=MANNONDEHYDRAT-RXN,4.2.1.8,,,MN+2,,,+,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,mnnh
ReactionID=MANNONOXIDOREDUCT-RXN,1.1.1.57,,,MN+2,,,+,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,manao
ReactionID=N-ACETYLGLUTPREDUCT-RXN,1.2.1.38,,,MN+2,,,-,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,agpr
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,MN+2,,,+,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,asnn
ReactionID=ALTRODEHYDRAT-RXN,4.2.1.7,,,MN+2,,,+,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,altrh
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,MN+2,,,-,,Escherichia Coli,EcoCyc,mn2,CHEBI:29035,asnn
ReactionID=2.3.1.157-RXN,2.3.1.157,,,N-ACETYL-D-GLUCOSAMINE-1-P,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,acgam1p,CHEBI:57776,g1pact
ReactionID=DIHYDROFOLATEREDUCT-RXN,1.5.1.3,C01330,,NA+,,,-,Sodium cation,Escherichia Coli,EcoCyc,na1,CHEBI:29101,dhfr
ReactionID=GLYOCARBOLIG-RXN,4.1.1.47,C01330,,NA+,,,+,Sodium cation,Escherichia Coli,EcoCyc,na1,CHEBI:29101,glxcl
ReactionID=ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,1.2.1.11,C01330,,NA+,,,-,Sodium cation,Escherichia Coli,EcoCyc,na1,CHEBI:29101,asad
ReactionID=PPPGPPHYDRO-RXN,3.6.1.40,C01330,,NA+,,,-,Sodium cation,Escherichia Coli,EcoCyc,na1,CHEBI:29101,gtpdpdp
ReactionID=NADH-DEHYDROG-A-RXN,1.6.5.3,,,NAD,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,nadh16pp
ReactionID=ALPHAGALACTOSID-RXN,3.2.1.22,,,NAD,,,+,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,gals3
ReactionID=CITSYN-RXN,2.3.3.16,,,NAD,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,cs
ReactionID=ACETALD-DEHYDROG-RXN,1.2.1.10,,,NAD,,,+,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,acald
ReactionID=L-ASPARTATE-OXID-RXN,1.4.3.16,,,NAD,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,aspo6
ReactionID=3-DEHYDROQUINATE-SYNTHASE-RXN,4.2.3.4,,,NAD,,,-,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,dhqs
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,NAD,,,-,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,asnn
ReactionID=MANNONOXIDOREDUCT-RXN,1.1.1.57,,,NAD,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nad,CHEBI:57540,manao
ReactionID=MALIC-NADP-RXN,1.1.1.40,,,NADH,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,nadh,CHEBI:57945,me2
ReactionID=UGD-RXN,1.1.1.22,,,NADH,,,+,,Escherichia Coli,EcoCyc,nadh,CHEBI:57945,udpgd
ReactionID=CITSYN-RXN,2.3.3.16,,,NADH,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,nadh,CHEBI:57945,cs
ReactionID=NAD-KIN-RXN,2.7.1.23,,,NADH,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,nadh,CHEBI:57945,nadk
ReactionID=PHOSACETYLTRANS-RXN,2.3.1.8,,,NADH,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,nadh,CHEBI:57945,pta2
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,NADH,,,-,,Escherichia Coli,EcoCyc,nadh,CHEBI:57945,asnn
ReactionID=LACTALDDEHYDROG-RXN,1.2.1.22,,,NADH,,,-,,Escherichia Coli,EcoCyc,nadh,CHEBI:57945,lcadi
ReactionID=MALIC-NADP-RXN,1.1.1.40,,,NADP,,,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,me2
ReactionID=FMNREDUCT-RXN,1.5.1.39,,,NADP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,fmnrx2
ReactionID=FMNREDUCT-RXN,1.5.1.39,,,NADP,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,fmnrx2
ReactionID=RXN-9952,1.1.1.44,,,NADP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,gnd
ReactionID=1.1.1.271-RXN,1.1.1.271,,,NADP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,gdmane
ReactionID=2-DEHYDROPANTOATE-REDUCT-RXN,1.1.1.169,,,NADP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,dpr
ReactionID=SULFITE-REDUCT-RXN,1.8.1.2,,,NADP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,sulri
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,NADP,,,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,asnn
ReactionID=PYRROLINECARBREDUCT-RXN,1.5.1.2,,0.6,NADP,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,p5cr
ReactionID=ACETOLACTREDUCTOISOM-RXN,1.1.1.86,,,NADP,,,-,,Escherichia Coli,EcoCyc,nadp,CHEBI:58349,kara1
ReactionID=DEPHOSICITDEHASE-RXN,3.1.3,,,NADPH,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nadph,CHEBI:57783,pthrpp
ReactionID=NAD-KIN-RXN,2.7.1.23,,,NADPH,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,nadph,CHEBI:57783,nadk
ReactionID=PHOSACETYLTRANS-RXN,2.3.1.8,,,NADPH,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,nadph,CHEBI:57783,pta2
ReactionID=GLUTAMIN-RXN,3.5.1.38,,,NADPH,,,-,,Escherichia Coli,EcoCyc,nadph,CHEBI:57783,asnn
ReactionID=GLUTATHIONE-REDUCT-NADPH-RXN,1.8.1.7,,,NADPH,,,-,,Escherichia Coli,EcoCyc,nadph,CHEBI:57783,gthor
ReactionID=GLUTSEMIALDEHYDROG-RXN,1.2.1.41,,,NI+2,,,-,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,g5sd
ReactionID=RXN-6622,3.4.13.18,,,NI+2,,,+,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,amptasecg
ReactionID=F16ALDOLASE-RXN,4.1.2.13,,,NI+2,,,-,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,fba
ReactionID=ALPHAGALACTOSID-RXN,3.2.1.22,,,NI+2,,,-,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,gals3
ReactionID=THREODEHYD-RXN,1.1.1.103,,,NI+2,,,-,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,thrd
ReactionID=ARGSUCCINLYA-RXN,4.3.2.1,,,NI+2,,,+,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,argsl
ReactionID=ACETYLORNDEACET-RXN,3.5.1.16,,,NI+2,,,-,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,acoda
ReactionID=N-ACETYLGLUTPREDUCT-RXN,1.2.1.38,,,NI+2,,,-,,Escherichia Coli,EcoCyc,ni2,CHEBI:49786,agpr
ReactionID=QUINOPRIBOTRANS-RXN,2.4.2.19,,,NICOTINATE_NUCLEOTIDE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,nicrnt,CHEBI:57502,nndpr
ReactionID=RXN0-3281,1.1.99.33,,,NITRATE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,no3,CHEBI:17632,fhl
ReactionID=GLYCOPHOSPHORYL-RXN,2.4.1.1,,,NITRATE,,,-,,Escherichia Coli,EcoCyc,no3,CHEBI:17632,glcp2
ReactionID=KDGALDOL-RXN,4.1.2.20,,,NITRATE,,,-,,Escherichia Coli,EcoCyc,no3,CHEBI:17632,glcral
ReactionID=RXN0-3281,1.1.99.33,C00088,,NITRITE,,,-,Nitrite,Escherichia Coli,EcoCyc,no2,CHEBI:16301,fhl
ReactionID=RXN-15313,4.1.3.3,C00168,,OH-PYR,,IRREVERSIBLE,-,Hydroxypyruvate,Escherichia Coli,EcoCyc,hpyr,CHEBI:17180,acnml
ReactionID=ACNEULY-RXN,4.1.3.3,C00168,,OH-PYR,,IRREVERSIBLE,-,Hydroxypyruvate,Escherichia Coli,EcoCyc,hpyr,CHEBI:17180,acnml
ReactionID=PEPSYNTH-RXN,2.7.9.2,C00036,,OXALACETIC_ACID,,,-,Oxaloacetate,Escherichia Coli,EcoCyc,oaa,CHEBI:16452,pps
ReactionID=CITSYN-RXN,2.3.3.16,C00036,,OXALACETIC_ACID,,ALLOSTERIC,-,Oxaloacetate,Escherichia Coli,EcoCyc,oaa,CHEBI:16452,cs
ReactionID=ISOCITDEH-RXN,1.1.1.42,C00036,,OXALACETIC_ACID,,COMPETITIVE,-,Oxaloacetate,Escherichia Coli,EcoCyc,oaa,CHEBI:16452,icdhyr
ReactionID=DEPHOSICITDEHASE-RXN,3.1.3,C00036,,OXALACETIC_ACID,,,+,Oxaloacetate,Escherichia Coli,EcoCyc,oaa,CHEBI:16452,pthrpp
ReactionID=MALIC-NADP-RXN,1.1.1.40,C00036,,OXALACETIC_ACID,,ALLOSTERIC,-,Oxaloacetate,Escherichia Coli,EcoCyc,oaa,CHEBI:16452,me2
ReactionID=CITLY-RXN,4.1.3.6,C00036,,OXALACETIC_ACID,,,-,Oxaloacetate,Escherichia Coli,EcoCyc,oaa,CHEBI:16452,citl
ReactionID=PEPSYNTH-RXN,2.7.9.2,C00209,,OXALATE,,,-,Oxalate,Escherichia Coli,EcoCyc,oxa,CHEBI:30623,pps
ReactionID=MALSYN-RXN,2.3.3.9,C00209,0.037,OXALATE,,COMPETITIVE,-,Oxalate,Escherichia Coli,EcoCyc,oxa,CHEBI:30623,mals
ReactionID=GLUTDECARBOX-RXN,4.1.1.15,C00209,,OXALATE,,COMPETITIVE,-,Oxalate,Escherichia Coli,EcoCyc,oxa,CHEBI:30623,asp1dc
ReactionID=MALSYN-RXN,2.3.3.9,C00209,,OXALATE,,COMPETITIVE,-,Oxalate,Escherichia Coli,EcoCyc,oxa,CHEBI:30623,mals
ReactionID=ISOCIT-CLEAV-RXN,4.1.3.1,C00209,,OXALATE,,COMPETITIVE,-,Oxalate,Escherichia Coli,EcoCyc,oxa,CHEBI:30623,icl
ReactionID=RXN0-1382,2.8.3.16,C00209,,OXALATE,,,-,Oxalate,Escherichia Coli,EcoCyc,oxa,CHEBI:30623,forct
ReactionID=DLACTDEHYDROGNAD-RXN,1.1.1.28,,,OXAMATE,,MIXED,-,,Escherichia Coli,EcoCyc,oxam,CHEBI:58363,ldh_d
ReactionID=GLUTATHIONE-REDUCT-NADPH-RXN,1.8.1.7,,,OXIDIZED-GLUTATHIONE,,,-,,Escherichia Coli,EcoCyc,gthox,CHEBI:58297,gthor
ReactionID=PYRUVFORMLY-RXN,2.3.1.54,C00007,,OXYGEN-MOLECULE,,IRREVERSIBLE,-,Oxygen,Escherichia Coli,EcoCyc,o2,CHEBI:15379,obtfl
ReactionID=RXN0-3281,1.1.99.33,C00007,,OXYGEN-MOLECULE,,,-,Oxygen,Escherichia Coli,EcoCyc,o2,CHEBI:15379,fhl
ReactionID=QUINOLINATE-SYNTHA-RXN,2.5.1.72,C00007,,OXYGEN-MOLECULE,,,-,Oxygen,Escherichia Coli,EcoCyc,o2,CHEBI:15379,qulns
ReactionID=S-ADENMETSYN-RXN,2.5.1.6,C00536,,P3I,,COMPETITIVE,-,Triphosphate,Escherichia Coli,EcoCyc,pppi,CHEBI:18036,metat
ReactionID=GLUTAMIN-RXN,3.5.1.38,C00536,,P3I,,,+,Triphosphate,Escherichia Coli,EcoCyc,pppi,CHEBI:18036,asnn
ReactionID=GLYC3PDEHYDROGBIOSYN-RXN,1.1.1.94,,0.001,PALMITYL-COA,,NONCOMPETITIVE,-,,Escherichia Coli,EcoCyc,pmtcoa,CHEBI:57379,g3pd2
ReactionID=RXN-9657,1.3.1.9,,,PALMITYL-COA,,,-,,Escherichia Coli,EcoCyc,pmtcoa,CHEBI:57379,ear121x
ReactionID=3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,2.1.2.11,C00864,,PANTOTHENATE,,,-,Pantothenate,Escherichia Coli,EcoCyc,pnto__r,CHEBI:29032,mohmt
ReactionID=ADENYLYLSULFKIN-RXN,2.7.1.25,,,PAPS,,,-,,Escherichia Coli,EcoCyc,paps,CHEBI:58339,adsk
ReactionID=DAHPSYN-RXN,2.5.1.54,,,PHE,,,-,,Escherichia Coli,EcoCyc,phe__l,CHEBI:58095,ddpa
ReactionID=CHORISMATEMUT-RXN,5.4.99.5,,,PHE,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,phe__l,CHEBI:58095,chorm
ReactionID=BADH-RXN,1.2.1.8,C00601,,PHENYLACETALDEHYDE,,COMPETITIVE,-,Phenylacetaldehyde,Escherichia Coli,EcoCyc,pacald,CHEBI:16424,betaldhx
ReactionID=ISOCITDEH-RXN,1.1.1.42,,,PHOSPHO-ENOL-PYRUVATE,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,icdhyr
ReactionID=PGLUCISOM-RXN,5.3.1.9,,,PHOSPHO-ENOL-PYRUVATE,,COMPETITIVE,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,pgi
ReactionID=PHOSACETYLTRANS-RXN,2.3.1.8,,,PHOSPHO-ENOL-PYRUVATE,,,+,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,pta2
ReactionID=PHOSACETYLTRANS-RXN,2.3.1.8,,,PHOSPHO-ENOL-PYRUVATE,,,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,pta2
ReactionID=2.5.1.19-RXN,2.5.1.19,,,PHOSPHO-ENOL-PYRUVATE,,,+,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,pscvt
ReactionID=ISOCIT-CLEAV-RXN,4.1.3.1,,,PHOSPHO-ENOL-PYRUVATE,,UNCOMPETITIVE,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,icl
ReactionID=F16BDEPHOS-RXN,3.1.3.11,,,PHOSPHO-ENOL-PYRUVATE,,,+,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,fbp
ReactionID=F16ALDOLASE-RXN,4.1.2.13,,,PHOSPHO-ENOL-PYRUVATE,,,+,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,fba
ReactionID=METHGLYSYN-RXN,4.2.3.3,,,PHOSPHO-ENOL-PYRUVATE,,,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,mgsa
ReactionID=PEPCARBOXYKIN-RXN,4.1.1.49,,,PHOSPHO-ENOL-PYRUVATE,,,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,ppck
ReactionID=6PFRUCTPHOS-RXN,2.7.1.11,,,PHOSPHO-ENOL-PYRUVATE,,ALLOSTERIC,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,pfk
ReactionID=DEPHOSICITDEHASE-RXN,3.1.3,,,PHOSPHO-ENOL-PYRUVATE,,,+,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,pthrpp
ReactionID=PEPSYNTH-RXN,2.7.9.2,,,PHOSPHO-ENOL-PYRUVATE,,,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,pps
ReactionID=F16BDEPHOS-RXN,3.1.3.11,,,PHOSPHO-ENOL-PYRUVATE,,,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,fbp
ReactionID=THI-P-SYN-RXN,2.5.1.3,,,PHOSPHO-ENOL-PYRUVATE,,,-,,Escherichia Coli,EcoCyc,pep,CHEBI:58702,tmppp
ReactionID=ACETATE--COA-LIGASE-RXN,6.2.1.1,C00013,,PPI,,,-,Diphosphate,Escherichia Coli,EcoCyc,ppi,CHEBI:29888,acs
ReactionID=ARGININE--TRNA-LIGASE-RXN,6.1.1.19,C00013,0.1,PPI,,NONCOMPETITIVE,-,Diphosphate,Escherichia Coli,EcoCyc,ppi,CHEBI:29888,argtrs
ReactionID=ADENYLATECYC-RXN,4.6.1.1,C00013,,PPI,,NONCOMPETITIVE,-,Diphosphate,Escherichia Coli,EcoCyc,ppi,CHEBI:29888,adncyc
ReactionID=METHGLYSYN-RXN,4.2.3.3,C00013,,PPI,,COMPETITIVE,-,Diphosphate,Escherichia Coli,EcoCyc,ppi,CHEBI:29888,mgsa
ReactionID=THI-P-KIN-RXN,2.7.4.16,C00013,,PPI,,,-,Diphosphate,Escherichia Coli,EcoCyc,ppi,CHEBI:29888,tmpk
ReactionID=RXN0-384,3.6.1.19,C00013,,PPI,,COMPETITIVE,-,Diphosphate,Escherichia Coli,EcoCyc,ppi,CHEBI:29888,ntpp1
