,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
398543,ReactionID=N-ACETYLGLUTPREDUCT-RXN,,1.2.1.38,,,MN+2,,,-,Escherichia coli,EcoCyc,mn2,CHEBI:29035,agpr
398544,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,MN+2,,,+,Escherichia coli,EcoCyc,mn2,CHEBI:29035,asnn
398546,ReactionID=ALTRODEHYDRAT-RXN,,4.2.1.7,,,MN+2,,,+,Escherichia coli,EcoCyc,mn2,CHEBI:29035,altrh
398547,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,MN+2,,,-,Escherichia coli,EcoCyc,mn2,CHEBI:29035,asnn
398548,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,MN+2,,,-,Escherichia coli,EcoCyc,mn2,CHEBI:29035,asnn
398551,ReactionID=2.3.1.157-RXN,,2.3.1.157,,,N-ACETYL-D-GLUCOSAMINE-1-P,,,-,Escherichia coli,EcoCyc,acgam1p,CHEBI:57776,g1pact
398590,ReactionID=DIHYDROFOLATEREDUCT-RXN,Sodium cation,1.5.1.3,C01330,,NA+,,,-,Escherichia coli,EcoCyc,na1,CHEBI:29101,dhfr
398592,ReactionID=GLYOCARBOLIG-RXN,Sodium cation,4.1.1.47,C01330,,NA+,,,+,Escherichia coli,EcoCyc,na1,CHEBI:29101,glxcl
398593,ReactionID=ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,Sodium cation,1.2.1.11,C01330,,NA+,,,-,Escherichia coli,EcoCyc,na1,CHEBI:29101,asad
398594,ReactionID=PPPGPPHYDRO-RXN,Sodium cation,3.6.1.40,C01330,,NA+,,,-,Escherichia coli,EcoCyc,na1,CHEBI:29101,gtpdpdp
398599,ReactionID=NADH-DEHYDROG-A-RXN,,1.6.5.3,,,NAD,,,-,Escherichia coli,EcoCyc,nad,CHEBI:57540,nadh16pp
398601,ReactionID=ALPHAGALACTOSID-RXN,,3.2.1.22,,,NAD,,,+,Escherichia coli,EcoCyc,nad,CHEBI:57540,gals3
398602,ReactionID=CITSYN-RXN,,2.3.3.16,,,NAD,,,-,Escherichia coli,EcoCyc,nad,CHEBI:57540,cs
398606,ReactionID=ACETALD-DEHYDROG-RXN,,1.2.1.10,,,NAD,,,+,Escherichia coli,EcoCyc,nad,CHEBI:57540,acald
398607,ReactionID=L-ASPARTATE-OXID-RXN,,1.4.3.16,,,NAD,,,-,Escherichia coli,EcoCyc,nad,CHEBI:57540,aspo6
398608,ReactionID=3-DEHYDROQUINATE-SYNTHASE-RXN,,4.2.3.4,,,NAD,,,-,Escherichia coli,EcoCyc,nad,CHEBI:57540,dhqs
398609,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,NAD,,,-,Escherichia coli,EcoCyc,nad,CHEBI:57540,asnn
398610,ReactionID=MANNONOXIDOREDUCT-RXN,,1.1.1.57,,,NAD,,,-,Escherichia coli,EcoCyc,nad,CHEBI:57540,manao
398611,ReactionID=MALIC-NADP-RXN,,1.1.1.40,,,NADH,,,-,Escherichia coli,EcoCyc,nadh,CHEBI:57945,me2
398615,ReactionID=UGD-RXN,,1.1.1.22,,,NADH,,,+,Escherichia coli,EcoCyc,nadh,CHEBI:57945,udpgd
398616,ReactionID=CITSYN-RXN,,2.3.3.16,,,NADH,,,-,Escherichia coli,EcoCyc,nadh,CHEBI:57945,cs
398618,ReactionID=NAD-KIN-RXN,,2.7.1.23,,,NADH,,,-,Escherichia coli,EcoCyc,nadh,CHEBI:57945,nadk
398619,ReactionID=PHOSACETYLTRANS-RXN,,2.3.1.8,,,NADH,,,-,Escherichia coli,EcoCyc,nadh,CHEBI:57945,pta2
398620,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,NADH,,,-,Escherichia coli,EcoCyc,nadh,CHEBI:57945,asnn
398621,ReactionID=LACTALDDEHYDROG-RXN,,1.2.1.22,,,NADH,,,-,Escherichia coli,EcoCyc,nadh,CHEBI:57945,lcadi
398622,ReactionID=MALIC-NADP-RXN,,1.1.1.40,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,me2
398625,ReactionID=FMNREDUCT-RXN,,1.5.1.39,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,fmnrx2
398626,ReactionID=FMNREDUCT-RXN,,1.5.1.39,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,fmnrx2
398627,ReactionID=RXN-9952,,1.1.1.44,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,gnd
398629,ReactionID=1.1.1.271-RXN,,1.1.1.271,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,gdmane
398630,ReactionID=2-DEHYDROPANTOATE-REDUCT-RXN,,1.1.1.169,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,dpr
398632,ReactionID=SULFITE-REDUCT-RXN,,1.8.1.2,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,sulri
398633,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,asnn
398634,ReactionID=PYRROLINECARBREDUCT-RXN,,1.5.1.2,,0.6,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,p5cr
398635,ReactionID=ACETOLACTREDUCTOISOM-RXN,,1.1.1.86,,,NADP,,,-,Escherichia coli,EcoCyc,nadp,CHEBI:58349,kara1
398636,ReactionID=DEPHOSICITDEHASE-RXN,,3.1.3,,,NADPH,,,-,Escherichia coli,EcoCyc,nadph,CHEBI:57783,pthrpp
398638,ReactionID=NAD-KIN-RXN,,2.7.1.23,,,NADPH,,,-,Escherichia coli,EcoCyc,nadph,CHEBI:57783,nadk
398639,ReactionID=PHOSACETYLTRANS-RXN,,2.3.1.8,,,NADPH,,,-,Escherichia coli,EcoCyc,nadph,CHEBI:57783,pta2
398640,ReactionID=GLUTAMIN-RXN,,3.5.1.38,,,NADPH,,,-,Escherichia coli,EcoCyc,nadph,CHEBI:57783,asnn
398641,ReactionID=GLUTATHIONE-REDUCT-NADPH-RXN,,1.8.1.7,,,NADPH,,,-,Escherichia coli,EcoCyc,nadph,CHEBI:57783,gthor
398647,ReactionID=GLUTSEMIALDEHYDROG-RXN,,1.2.1.41,,,NI+2,,,-,Escherichia coli,EcoCyc,ni2,CHEBI:49786,g5sd
398649,ReactionID=RXN-6622,,3.4.13.18,,,NI+2,,,+,Escherichia coli,EcoCyc,ni2,CHEBI:49786,amptasecg
398651,ReactionID=F16ALDOLASE-RXN,,4.1.2.13,,,NI+2,,,-,Escherichia coli,EcoCyc,ni2,CHEBI:49786,fba
398652,ReactionID=ALPHAGALACTOSID-RXN,,3.2.1.22,,,NI+2,,,-,Escherichia coli,EcoCyc,ni2,CHEBI:49786,gals3
398654,ReactionID=THREODEHYD-RXN,,1.1.1.103,,,NI+2,,,-,Escherichia coli,EcoCyc,ni2,CHEBI:49786,thrd
398656,ReactionID=ARGSUCCINLYA-RXN,,4.3.2.1,,,NI+2,,,+,Escherichia coli,EcoCyc,ni2,CHEBI:49786,argsl
398657,ReactionID=ACETYLORNDEACET-RXN,,3.5.1.16,,,NI+2,,,-,Escherichia coli,EcoCyc,ni2,CHEBI:49786,acoda
398659,ReactionID=N-ACETYLGLUTPREDUCT-RXN,,1.2.1.38,,,NI+2,,,-,Escherichia coli,EcoCyc,ni2,CHEBI:49786,agpr
398660,ReactionID=QUINOPRIBOTRANS-RXN,,2.4.2.19,,,NICOTINATE_NUCLEOTIDE,,,-,Escherichia coli,EcoCyc,nicrnt,CHEBI:57502,nndpr
398662,ReactionID=RXN0-3281,,1.1.99.33,,,NITRATE,,,-,Escherichia coli,EcoCyc,no3,CHEBI:17632,fhl
398664,ReactionID=GLYCOPHOSPHORYL-RXN,,2.4.1.1,,,NITRATE,,,-,Escherichia coli,EcoCyc,no3,CHEBI:17632,glcp2
398665,ReactionID=KDGALDOL-RXN,,4.1.2.20,,,NITRATE,,,-,Escherichia coli,EcoCyc,no3,CHEBI:17632,glcral
398666,ReactionID=RXN0-3281,Nitrite,1.1.99.33,C00088,,NITRITE,,,-,Escherichia coli,EcoCyc,no2,CHEBI:16301,fhl
398685,ReactionID=RXN-15313,,4.1.3.3,,,OH-PYR,,,-,Escherichia coli,EcoCyc,hpyr,CHEBI:17180,acnml
398688,ReactionID=ACNEULY-RXN,,4.1.3.3,,,OH-PYR,,,-,Escherichia coli,EcoCyc,hpyr,CHEBI:17180,acnml
398691,ReactionID=PEPSYNTH-RXN,,2.7.9.2,,,OXALACETIC_ACID,,,-,Escherichia coli,EcoCyc,oaa,CHEBI:16452,pps
398694,ReactionID=CITSYN-RXN,,2.3.3.16,,,OXALACETIC_ACID,,,-,Escherichia coli,EcoCyc,oaa,CHEBI:16452,cs
398696,ReactionID=ISOCITDEH-RXN,,1.1.1.42,,,OXALACETIC_ACID,,,-,Escherichia coli,EcoCyc,oaa,CHEBI:16452,icdhyr
398697,ReactionID=DEPHOSICITDEHASE-RXN,,3.1.3,,,OXALACETIC_ACID,,,+,Escherichia coli,EcoCyc,oaa,CHEBI:16452,pthrpp
398698,ReactionID=MALIC-NADP-RXN,,1.1.1.40,,,OXALACETIC_ACID,,,-,Escherichia coli,EcoCyc,oaa,CHEBI:16452,me2
398701,ReactionID=CITLY-RXN,,4.1.3.6,,,OXALACETIC_ACID,,,-,Escherichia coli,EcoCyc,oaa,CHEBI:16452,citl
398702,ReactionID=PEPSYNTH-RXN,,2.7.9.2,,,OXALATE,,,-,Escherichia coli,EcoCyc,oxa,CHEBI:30623,pps
398704,ReactionID=MALSYN-RXN,,2.3.3.9,,0.037,OXALATE,,,-,Escherichia coli,EcoCyc,oxa,CHEBI:30623,mals
398706,ReactionID=GLUTDECARBOX-RXN,,4.1.1.15,,,OXALATE,,,-,Escherichia coli,EcoCyc,oxa,CHEBI:30623,asp1dc
398707,ReactionID=MALSYN-RXN,,2.3.3.9,,,OXALATE,,,-,Escherichia coli,EcoCyc,oxa,CHEBI:30623,mals
398709,ReactionID=ISOCIT-CLEAV-RXN,,4.1.3.1,,,OXALATE,,,-,Escherichia coli,EcoCyc,oxa,CHEBI:30623,icl
398711,ReactionID=GLUTDECARBOX-RXN,,4.1.1.15,,,OXALATE,,,-,Escherichia coli,EcoCyc,oxa,CHEBI:30623,asp1dc
398712,ReactionID=RXN0-1382,,2.8.3.16,,,OXALATE,,,-,Escherichia coli,EcoCyc,oxa,CHEBI:30623,forct
398713,ReactionID=DLACTDEHYDROGNAD-RXN,,1.1.1.28,,,OXAMATE,,,-,Escherichia coli,EcoCyc,oxam,CHEBI:58363,ldh_d
398716,ReactionID=GLUTATHIONE-REDUCT-NADPH-RXN,,1.8.1.7,,,OXIDIZED-GLUTATHIONE,,,-,Escherichia coli,EcoCyc,gthox,CHEBI:58297,gthor
398717,ReactionID=PYRUVFORMLY-RXN,Oxygen,2.3.1.54,C00007,,OXYGEN-MOLECULE,,,-,Escherichia coli,EcoCyc,o2,CHEBI:15379,obtfl
398719,ReactionID=RXN0-3281,Oxygen,1.1.99.33,C00007,,OXYGEN-MOLECULE,,,-,Escherichia coli,EcoCyc,o2,CHEBI:15379,fhl
398720,ReactionID=QUINOLINATE-SYNTHA-RXN,Oxygen,2.5.1.72,C00007,,OXYGEN-MOLECULE,,,-,Escherichia coli,EcoCyc,o2,CHEBI:15379,qulns
398722,ReactionID=S-ADENMETSYN-RXN,Triphosphate,2.5.1.6,C00536,,P3I,,,-,Escherichia coli,EcoCyc,pppi,CHEBI:18036,metat
398723,ReactionID=GLUTAMIN-RXN,Triphosphate,3.5.1.38,C00536,,P3I,,,+,Escherichia coli,EcoCyc,pppi,CHEBI:18036,asnn
398725,ReactionID=GLYC3PDEHYDROGBIOSYN-RXN,,1.1.1.94,,0.001,PALMITYL-COA,,,-,Escherichia coli,EcoCyc,pmtcoa,CHEBI:57379,g3pd2
398726,ReactionID=RXN-9657,,1.3.1.9,,,PALMITYL-COA,,,-,Escherichia coli,EcoCyc,pmtcoa,CHEBI:57379,ear121x
398728,ReactionID=3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,Pantothenate,2.1.2.11,C00864,,PANTOTHENATE,,,-,Escherichia coli,EcoCyc,pnto__r,CHEBI:29032,mohmt
398729,ReactionID=ADENYLYLSULFKIN-RXN,,2.7.1.25,,,PAPS,,,-,Escherichia coli,EcoCyc,paps,CHEBI:58339,adsk
398736,ReactionID=DAHPSYN-RXN,,2.5.1.54,,,PHE,,,-,Escherichia coli,EcoCyc,phe__l,CHEBI:58095,ddpa
398737,ReactionID=CHORISMATEMUT-RXN,,5.4.99.5,,,PHE,,,-,Escherichia coli,EcoCyc,phe__l,CHEBI:58095,chorm
398739,ReactionID=BADH-RXN,Phenylacetaldehyde,1.2.1.8,C00601,,PHENYLACETALDEHYDE,,,-,Escherichia coli,EcoCyc,pacald,CHEBI:16424,betaldhx
398749,ReactionID=ISOCITDEH-RXN,,1.1.1.42,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,icdhyr
398751,ReactionID=PGLUCISOM-RXN,,5.3.1.9,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,pgi
398752,ReactionID=PHOSACETYLTRANS-RXN,,2.3.1.8,,,PHOSPHO-ENOL-PYRUVATE,,,+,Escherichia coli,EcoCyc,pep,CHEBI:58702,pta2
398753,ReactionID=PHOSACETYLTRANS-RXN,,2.3.1.8,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,pta2
398755,ReactionID=2.5.1.19-RXN,,2.5.1.19,,,PHOSPHO-ENOL-PYRUVATE,,,+,Escherichia coli,EcoCyc,pep,CHEBI:58702,pscvt
398756,ReactionID=ISOCIT-CLEAV-RXN,,4.1.3.1,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,icl
398757,ReactionID=F16BDEPHOS-RXN,,3.1.3.11,,,PHOSPHO-ENOL-PYRUVATE,,,+,Escherichia coli,EcoCyc,pep,CHEBI:58702,fbp
398758,ReactionID=F16ALDOLASE-RXN,,4.1.2.13,,,PHOSPHO-ENOL-PYRUVATE,,,+,Escherichia coli,EcoCyc,pep,CHEBI:58702,fba
398760,ReactionID=METHGLYSYN-RXN,,4.2.3.3,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,mgsa
398761,ReactionID=PEPCARBOXYKIN-RXN,,4.1.1.49,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,ppck
398762,ReactionID=6PFRUCTPHOS-RXN,,2.7.1.11,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,pfk
398763,ReactionID=DEPHOSICITDEHASE-RXN,,3.1.3,,,PHOSPHO-ENOL-PYRUVATE,,,+,Escherichia coli,EcoCyc,pep,CHEBI:58702,pthrpp
398765,ReactionID=PEPSYNTH-RXN,,2.7.9.2,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,pps
398766,ReactionID=F16BDEPHOS-RXN,,3.1.3.11,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,fbp
398767,ReactionID=F16BDEPHOS-RXN,,3.1.3.11,,,PHOSPHO-ENOL-PYRUVATE,,,+,Escherichia coli,EcoCyc,pep,CHEBI:58702,fbp
398768,ReactionID=THI-P-SYN-RXN,,2.5.1.3,,,PHOSPHO-ENOL-PYRUVATE,,,-,Escherichia coli,EcoCyc,pep,CHEBI:58702,tmppp
398774,ReactionID=ACETATE--COA-LIGASE-RXN,Diphosphate,6.2.1.1,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,acs
398775,ReactionID=ARGININE--TRNA-LIGASE-RXN,Diphosphate,6.1.1.19,C00013,0.1,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,argtrs
398776,ReactionID=ADENYLATECYC-RXN,Diphosphate,4.6.1.1,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,adncyc
398778,ReactionID=METHGLYSYN-RXN,Diphosphate,4.2.3.3,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,mgsa
398779,ReactionID=THI-P-KIN-RXN,Diphosphate,2.7.4.16,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,tmpk
398783,ReactionID=RXN0-384,Diphosphate,3.6.1.19,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,ntpp1
398784,ReactionID=GTP-CYCLOHYDRO-II-RXN,Diphosphate,3.5.4.25,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,gtpcii2
398785,ReactionID=ASPARTASE-RXN,Diphosphate,4.3.1.1,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,aspt
398789,ReactionID=GMP-SYN-GLUT-RXN,Diphosphate,6.3.5.2,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,gmps2
398790,ReactionID=H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN,Diphosphate,3.6.1.67,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,dntppa
398791,ReactionID=NUCLEOSIDE-DIP-KIN-RXN,Diphosphate,2.7.4.6,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,ndpk1
398792,ReactionID=KDGALDOL-RXN,Diphosphate,4.1.2.20,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,glcral
398793,ReactionID=DTDPGLUCOSEPP-RXN,Diphosphate,2.7.7.24,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,g1ptt
398794,ReactionID=GLUTAMIN-RXN,Diphosphate,3.5.1.38,C00013,,PPI,,,+,Escherichia coli,EcoCyc,ppi,CHEBI:29888,asnn
398795,ReactionID=GALACTARDEHYDRA-RXN,Diphosphate,4.2.1.42,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,galctd
398796,ReactionID=GLUC1PADENYLTRANS-RXN,Diphosphate,2.7.7.27,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,glgc
398797,ReactionID=THI-P-SYN-RXN,Diphosphate,2.5.1.3,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,tmppp
398798,ReactionID=QUINOPRIBOTRANS-RXN,Diphosphate,2.4.2.19,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,nndpr
398799,ReactionID=S-ADENMETSYN-RXN,Diphosphate,2.5.1.6,C00013,,PPI,,,-,Escherichia coli,EcoCyc,ppi,CHEBI:29888,metat
398800,ReactionID=CHORISMATEMUT-RXN,,5.4.99.5,,,PREPHENATE,,,-,Escherichia coli,EcoCyc,pphn,CHEBI:29934,chorm
398801,ReactionID=CHORISMATEMUT-RXN,,5.4.99.5,,,PREPHENATE,,,-,Escherichia coli,EcoCyc,pphn,CHEBI:29934,chorm
398802,ReactionID=GLUTKIN-RXN,,2.7.2.11,,,PRO,,,-,Escherichia coli,EcoCyc,pro__l,CHEBI:60039,glu5k
398803,ReactionID=PYRROLINECARBREDUCT-RXN,,1.5.1.2,,15.0,PRO,,,-,Escherichia coli,EcoCyc,pro__l,CHEBI:60039,p5cr
398807,ReactionID=ACETATE--COA-LIGASE-RXN,,6.2.1.1,,,PROPIONATE,,,-,Escherichia coli,EcoCyc,ppa,CHEBI:17272,acs
398808,ReactionID=CITSYN-RXN,,2.3.3.16,,,PROPIONYL-COA,,,-,Escherichia coli,EcoCyc,ppcoa,CHEBI:57392,cs
398809,ReactionID=RXN0-1461,,1.3.3.3,,,PROTOPORPHYRIN_IX,,,-,Escherichia coli,EcoCyc,ppp9,CHEBI:57306,cpppgo
398810,ReactionID=DIHYDROFOLATEREDUCT-RXN,,1.5.1.3,,,PUTRESCINE,,,-,Escherichia coli,EcoCyc,ptrc,CHEBI:326268,dhfr
398811,ReactionID=LYSDECARBOX-RXN,,4.1.1.18,,,PUTRESCINE,,,-,Escherichia coli,EcoCyc,ptrc,CHEBI:326268,lysdc
398812,ReactionID=ORNDECARBOX-RXN,,4.1.1.17,,,PUTRESCINE,,,-,Escherichia coli,EcoCyc,ptrc,CHEBI:326268,orndc
398813,ReactionID=ARGDECARBOX-RXN,,4.1.1.19,,,PUTRESCINE,,,-,Escherichia coli,EcoCyc,ptrc,CHEBI:326268,argdc
398815,ReactionID=PYRIDOXKIN-RXN,Pyridoxal,2.7.1.35,C00250,,PYRIDOXAL,,,-,Escherichia coli,EcoCyc,pydx,CHEBI:17310,pydamk
398816,ReactionID=GLUC1PADENYLTRANS-RXN,,2.7.7.27,,,PYRIDOXAL_PHOSPHATE,,,+,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,glgc
398817,ReactionID=PMPOXI-RXN,,1.4.3.5,,,PYRIDOXAL_PHOSPHATE,,,-,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,pdx5poi
398818,ReactionID=PYRIDOXKIN-RXN,,2.7.1.35,,,PYRIDOXAL_PHOSPHATE,,,-,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,pydamk
398821,ReactionID=2.5.1.19-RXN,,2.5.1.19,,,PYRIDOXAL_PHOSPHATE,,,-,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,pscvt
398822,ReactionID=L-GLN-FRUCT-6-P-AMINOTRANS-RXN,,2.6.1.16,,,PYRIDOXAL_PHOSPHATE,,,-,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,gf6pta
398823,ReactionID=L-GLN-FRUCT-6-P-AMINOTRANS-RXN,,2.6.1.16,,,PYRIDOXAL_PHOSPHATE,,,-,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,gf6pta
398824,ReactionID=PNPOXI-RXN,,1.4.3.5,,,PYRIDOXAL_PHOSPHATE,,,-,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,pdx5poi
398825,ReactionID=ERYTH4PDEHYDROG-RXN,,1.2.1.72,,,PYRIDOXAL_PHOSPHATE,,,-,Escherichia coli,EcoCyc,pydx5p,CHEBI:597326,e4pd
398827,ReactionID=OHMETPYRKIN-RXN,Pyridoxine,2.7.1.49,C00314,0.0027,PYRIDOXINE,,,-,Escherichia coli,EcoCyc,pydxn,CHEBI:16709,hmpk1
398828,ReactionID=OHMETPYRKIN-RXN,Pyridoxine,2.7.1.49,C00314,,PYRIDOXINE,,,-,Escherichia coli,EcoCyc,pydxn,CHEBI:16709,hmpk1
398829,ReactionID=PNPOXI-RXN,,1.4.3.5,,,PYRIDOXINE-5P,,,-,Escherichia coli,EcoCyc,pdx5p,CHEBI:58589,pdx5poi
398830,ReactionID=RXN-15313,,4.1.3.3,,,PYRUVATE,,,-,Escherichia coli,EcoCyc,pyr,CHEBI:15361,acnml
398831,ReactionID=PHOSACETYLTRANS-RXN,,2.3.1.8,,,PYRUVATE,,,+,Escherichia coli,EcoCyc,pyr,CHEBI:15361,pta2
398832,ReactionID=PHOSACETYLTRANS-RXN,,2.3.1.8,,,PYRUVATE,,,-,Escherichia coli,EcoCyc,pyr,CHEBI:15361,pta2
398833,ReactionID=2.5.1.19-RXN,,2.5.1.19,,,PYRUVATE,,,-,Escherichia coli,EcoCyc,pyr,CHEBI:15361,pscvt
398835,ReactionID=MALSYN-RXN,,2.3.3.9,,0.65,PYRUVATE,,,-,Escherichia coli,EcoCyc,pyr,CHEBI:15361,mals
398837,ReactionID=DLACTDEHYDROGNAD-RXN,,1.1.1.28,,,PYRUVATE,,,+,Escherichia coli,EcoCyc,pyr,CHEBI:15361,ldh_d
398838,ReactionID=ACNEULY-RXN,,4.1.3.3,,,PYRUVATE,,,-,Escherichia coli,EcoCyc,pyr,CHEBI:15361,acnml
398839,ReactionID=DEPHOSICITDEHASE-RXN,,3.1.3,,,PYRUVATE,,,+,Escherichia coli,EcoCyc,pyr,CHEBI:15361,pthrpp
398842,ReactionID=PHOSACETYLTRANS-RXN,,2.3.1.8,,,PYRUVATE,,,+,Escherichia coli,EcoCyc,pyr,CHEBI:15361,pta2
398844,ReactionID=3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN,,2.1.2.11,,,PYRUVATE,,,-,Escherichia coli,EcoCyc,pyr,CHEBI:15361,mohmt
398846,ReactionID=MALSYN-RXN,,2.3.3.9,,,PYRUVATE,,,-,Escherichia coli,EcoCyc,pyr,CHEBI:15361,mals
398853,ReactionID=D-PPENTOMUT-RXN,,5.4.2.7,,,RIBOSE-15-BISPHOSPHATE,,,+,Escherichia coli,EcoCyc,r15bp,CHEBI:68688,ppm2
398856,ReactionID=RXN-9952,,1.1.1.44,,,RIBULOSE-5P,,,-,Escherichia coli,EcoCyc,ru5p__d,CHEBI:58121,gnd
398859,ReactionID=SAMDECARB-RXN,,4.1.1.50,,,S-ADENOSYLMETHIONINAMINE,,,-,Escherichia coli,EcoCyc,ametam,CHEBI:57443,admdc
398860,ReactionID=HOMSUCTRAN-RXN,,2.3.1.46,,,S-ADENOSYLMETHIONINE,,,-,Escherichia coli,EcoCyc,amet,CHEBI:59789,hsst
398861,ReactionID=S-ADENMETSYN-RXN,,2.5.1.6,,,S-ADENOSYLMETHIONINE,,,-,Escherichia coli,EcoCyc,amet,CHEBI:59789,metat
398867,ReactionID=SERINE-O-ACETTRAN-RXN,,2.3.1.30,,,SER,,,-,Escherichia coli,EcoCyc,ser__l,CHEBI:33384,serat
398868,ReactionID=PGLYCDEHYDROG-RXN,,1.1.1.95,,,SER,,,-,Escherichia coli,EcoCyc,ser__l,CHEBI:33384,pgcd
398869,ReactionID=RXN0-5114,,3.1.3.3,,,SER,,,-,Escherichia coli,EcoCyc,ser__l,CHEBI:33384,psp_l
398870,ReactionID=GLUTAMINESYN-RXN,,6.3.1.2,,,SER,,,-,Escherichia coli,EcoCyc,ser__l,CHEBI:33384,glns
398877,ReactionID=THIOSULFATE-SULFURTRANSFERASE-RXN,,2.8.1.1,,,SO3,,,-,Escherichia coli,EcoCyc,so3,CHEBI:17359,cyanst
398881,ReactionID=LYSDECARBOX-RXN,,4.1.1.18,,,SPERMIDINE,,,-,Escherichia coli,EcoCyc,spmd,CHEBI:57834,lysdc
398882,ReactionID=DIHYDROFOLATEREDUCT-RXN,,1.5.1.3,,,SPERMIDINE,,,-,Escherichia coli,EcoCyc,spmd,CHEBI:57834,dhfr
398883,ReactionID=SAMDECARB-RXN,,4.1.1.50,,,SPERMIDINE,,,-,Escherichia coli,EcoCyc,spmd,CHEBI:57834,admdc
398884,ReactionID=RXN-1381,,2.3.1.15,,,SPERMIDINE,,,+,Escherichia coli,EcoCyc,spmd,CHEBI:57834,g3pat120
398885,ReactionID=ARGDECARBOX-RXN,,4.1.1.19,,,SPERMIDINE,,,-,Escherichia coli,EcoCyc,spmd,CHEBI:57834,argdc
398886,ReactionID=SPERMIDINESYN-RXN,,2.5.1.16,,,SPERMIDINE,,,-,Escherichia coli,EcoCyc,spmd,CHEBI:57834,apcs
398887,ReactionID=ARGDECARBOX-RXN,,4.1.1.19,,,SPERMIDINE,,,-,Escherichia coli,EcoCyc,spmd,CHEBI:57834,argdc
